Claart,Fecncre,Cant,Clacli,Clatipcli,Numfac
06CLA212,04/10/19,22.0,PSP14,0,ZI019748
01CEMCAZ50,15/04/19,60.0,MRS1987,8,ZI019844
01VAR112R,15/04/19,67.0,RALF56,1,ZI019877
01CON,15/04/19,13.5,MRS2043,0,ZI019878
01CON3,15/04/19,2.5,MRS2043,0,ZI019878
01CONPRE250,15/04/19,86.5,MRS2043,0,ZI019878
01CEMCAZ50,15/04/19,505.0,JURF73,0,DPQ01906
06PL4,15/04/19,158.68,JURF73,0,DPQ01906
01YEM,15/04/19,7.0,JURF73,0,ZI017885
01ALAM,15/04/19,5.0,JURF73,0,ZI017948
06CONTMON,15/04/19,7.0,JURF73,0,ZI017948
06PLAMON1,15/04/19,7.0,JURF73,0,ZI017948
08CENC2,15/04/19,2.0,JURF73,0,ZI017948
08PASQ30,15/04/19,10.0,JURF73,0,ZI017948
01PBC25,15/04/19,15.0,JURF73,0,ZI018180
01CEMCAZ50,15/04/19,32.0,JURF73,0,ZI018268
03PTR3214,15/04/19,240.0,JURF73,0,ZI018812
04HSO1818,15/04/19,20.0,JURF73,0,ZI018812
01CEMCAZ50,15/04/19,300.0,JURF73,0,ZI019470
01MALSOL10,15/04/19,400.0,JURF73,0,ZI019590
01CEMCAZ50,15/04/19,300.0,JURF73,0,ZI019650
03LAP10126,15/04/19,12.0,JURF73,0,ZI019709
01CEMBC,15/04/19,2.0,JURF73,0,ZI019784
01CEMCAZ50,15/04/19,30.0,JURF73,0,ZI019784
01ES,15/04/19,4.0,JURF73,0,ZI019784
03103TS20,15/04/19,19.2,JURF73,0,ZI019433
03121CH20,15/04/19,24.0,JURF73,0,ZI019433
03122ES20,15/04/19,11.6,JURF73,0,ZI019433
03123AR20,15/04/19,6.4,JURF73,0,ZI019433
03124GVC18,15/04/19,8.4,JURF73,0,ZI019433
03M22520,15/04/19,17.4,JURF73,0,ZI019433
03P10018,15/04/19,16.0,JURF73,0,ZI019433
03PP10020,15/04/19,18.6,JURF73,0,ZI019433
03TAB33,15/04/19,12.4,JURF73,0,ZI019433
0549365,16/04/19,1.0,HETC670,0,ZI019931
05ADAPMC12,16/04/19,1.0,HETC670,0,ZI019931
05CHUH1142,16/04/19,1.0,HETC670,0,ZI019931
05CODPVC390,16/04/19,1.0,HETC670,0,ZI019931
05LLAAST,16/04/19,1.0,HETC670,0,ZI019931
05REDPVC32,16/04/19,3.0,HETC670,0,ZI019931
05TEEPVC3,16/04/19,5.0,HETC670,0,ZI019931
01CEMBIG,17/04/19,4.0,TIFJ47,1,ZI019920
01ALREC,17/04/19,3.0,RALF56,1,ZI019946
01EST1515,17/04/19,40.6,RALF56,1,ZI019946
01VAR112,18/04/19,50.0,NMS79,4,ZI017762
03PC15020,22/04/19,19.8,MRS2043,0,ZI019975
03ANG3161,23/04/19,66.0,DCA040,0,ZI019943
03PTR11214,23/04/19,52.8,DCA040,0,ZI019943
03PTR11414,23/04/19,68.4,DCA040,0,ZI019943
03TC3012,23/04/19,4.0,DCA040,0,ZI019943
03TC30L,23/04/19,2.0,DCA040,0,ZI019943
04HPPB141,23/04/19,1000.0,DCA040,0,ZI019943
04HPPB14112,23/04/19,1000.0,DCA040,0,ZI019943
04HPPB1434,23/04/19,1000.0,DCA040,0,ZI019943
0644412,23/04/19,1000.0,DCA040,0,ZI019943
06PIJ834,23/04/19,1000.0,DCA040,0,ZI019943
06TC,23/04/19,2.0,DCA040,0,ZI019943
01ARM204,23/04/19,124.0,MRSZI013,8,ZI020021
01BLO15,23/04/19,1000.0,MRSZI013,8,ZI020021
01CEMCAZ50,23/04/19,30.0,MRSZI013,8,ZI020021
01SON20,23/04/19,2.0,MRSZI013,8,ZI020021
01SON25,23/04/19,2.0,MRSZI013,8,ZI020021
01SON30,23/04/19,2.0,MRSZI013,8,ZI020021
06GRAPG,24/04/19,10.0,MRSZI013,8,ZI020011
01ALAM,29/04/19,50.0,CAAL86,8,ZI020125
01ALREC,29/04/19,100.0,CAAL86,8,ZI020125
01VAR38,29/04/19,300.0,CAAL86,8,ZI020125
01CAS651,30/04/19,200.0,MRSZI013,8,ZI020069
01ARM1543,05/03/19,20.0,MRS2043,0,ZI020188
01CEMCAZ50,05/03/19,10.0,MRS2043,0,ZI020188
03POL36,05/03/19,91.2,MRS2043,0,ZI020188
0545046,05/03/19,1.0,MRS2043,0,ZI020198
01TAR,05/03/19,2.0,LOAF59,0,ZI020046
01CEMBIG,05/06/19,2.0,VACR83,0,ZI020163
01EC25,14/05/19,80.0,GOOD89,8,ZI020299
01CEMCAZ50,05/10/19,100.0,MRS311,8,ZI020321
02COMPP,05/08/19,2.0,SCF0001,0,ZI020265
02PERM,05/08/19,6.0,SCF0001,0,ZI020265
02PWRFR58,05/08/19,6.0,SCF0001,0,ZI020265
01CEMCAZ50,05/09/19,30.0,MRSZI013,8,ZI020310
06CLA212,05/09/19,25.0,MRSZI013,8,ZI020310
06CLAC212,05/09/19,20.0,MRSZI013,8,ZI020310
08POL1234,05/09/19,100.0,MRSZI013,8,ZI020310
01CEMBIG,13/05/19,2.0,BLO1703,8,ZI020354
01BOV13,14/05/19,12.0,DCMR0602,0,ZI020372
0614607,15/05/19,1.0,MRS2043,0,ZI020396
04HTAQ38,16/05/19,50.0,MRS2043,0,ZI020406
06PIJ8112,16/05/19,50.0,MRS2043,0,ZI020406
01CEMBIG,18/05/19,2.0,MOST1118,8,ZI020441
01CEMCAZ50,18/05/19,80.0,MOST1118,8,ZI020441
03RIEL18,21/05/19,7.4,MRS2043,0,ZI020505
01ARM123,22/05/19,4.0,MRSZI013,8,ZI020526
01B15B,22/05/19,1000.0,MRSZI013,8,ZI020526
01CEMCAZ50,22/05/19,30.0,MRSZI013,8,ZI020526
01VAR112,22/05/19,20.0,MRSZI013,8,ZI020526
03LAR72C26305,23/05/19,1.0,MRSZI013,8,ZI020483
01ES,23/05/19,50.0,GOOD89,8,ZI020559
01CEMBIG,23/05/19,2.0,GAMC79,0,ZI020556
01CEMCAZ50,24/05/19,107.0,MRSZI013,8,ZI020419
01CEMBIG,25/05/19,2.0,VELM7,0,ZI020575
08CAJO,27/05/19,15.0,MRSZI013,8,ZI020620
01CEMAGR,28/05/19,17.11,PAL18,0,ZI020650
04HREM31612,28/05/19,100.0,MRS2043,0,ZI020673
06BRF316,28/05/19,2.0,MRS2043,0,ZI020673
01CEMBIG,28/05/19,2.0,MRSZI013,8,ZI020649
05ADAPH34,29/05/19,4.0,MRS2043,0,ZI020680
05TINT750,29/05/19,1.0,MRS2043,0,ZI020682
04HSI2178,30/05/19,1.0,MRS2043,0,ZI020718
01ARM1538,30/05/19,40.0,MARG73,8,ZI020618
01YEM,31/05/19,50.0,OCP100,3,ZI020740
06CLAC1,31/05/19,3.0,OCP100,3,ZI020740
01CEMCAZ50,31/05/19,40.0,OCP100,3,ZI020740
01CEMMCA50,31/05/19,10.0,OCP100,3,ZI020740
01ALREC,31/05/19,29.0,AIRB68,8,ZI020756
01BAB1030,31/05/19,280.0,AIRB68,8,ZI020756
01CEMCAZ50,31/05/19,40.0,AIRB68,8,ZI020756
01VAR38,31/05/19,28.0,AIRB68,8,ZI020756
01ES,06/01/19,20.0,MRS1987,8,ZI020560
03VRED38,06/05/19,4.4,MRSZI013,8,ZI020811
04FOR,06/05/19,6.14,MRSZI013,8,ZI020811
04HBISTU12,06/05/19,60.0,MRSZI013,8,ZI020811
04HDD412,06/05/19,3.0,MRSZI013,8,ZI020811
04HPER,06/05/19,30.0,MRSZI013,8,ZI020811
0618101,06/05/19,3.0,MRSZI013,8,ZI020811
01CEMCAZ50,06/05/19,10.0,MRSZI013,8,ZI020811
01VAR38,06/05/19,20.0,MRSZI013,8,ZI020811
03PTR114,06/05/19,33.6,MRSZI013,8,ZI020811
03SOL1812,06/05/19,2.0,MRSZI013,8,ZI020811
03SOLP12,06/05/19,3.8,MRSZI013,8,ZI020811
03VCAR12,06/05/19,15.4,MRSZI013,8,ZI020811
03VCUA12,06/05/19,31.2,MRSZI013,8,ZI020811
04HPER,06/05/19,12.0,MRSZI013,8,ZI020855
01VAR38,06/05/19,2.0,MRSZI013,8,ZI020843
03TC301,06/07/19,2.0,MRS2043,0,ZI020899
01CEMBIG,06/07/19,2.0,MRSZI013,8,ZI020859
02ECAG6305,06/12/19,30.0,SIG72,4,ZI020993
06ESPC,13/06/19,2.0,MRS2043,0,ZI021022
05CODPVC490,14/06/19,2.0,MRS2043,0,ZI021052
05COPPVC4,14/06/19,3.0,MRS2043,0,ZI021052
05TEEPVC4,14/06/19,2.0,MRS2043,0,ZI021052
05CONIN34,18/06/19,2.0,MRS2043,0,ZI021119
05FLOPTIN,18/06/19,1.0,MRS2043,0,ZI021119
03SOL144,18/06/19,124.0,MRSZI0021,0,ZI018959
04HDD412,18/06/19,3.0,MRSZI0021,0,ZI018959
04HDDC7,18/06/19,5.0,MRSZI0021,0,ZI018959
04HSO1818,18/06/19,4.0,MRSZI0021,0,ZI018959
04HSI2110,18/06/19,15.0,MRSZI0021,0,ZI019560
0611586,18/06/19,5.0,MRSZI0021,0,ZI019560
04HDCM7,18/06/19,4.0,MRSZI0021,0,ZI019619
04HDDC412,18/06/19,1.0,MRSZI0021,0,ZI019619
01CEMCAZ50,18/06/19,2.0,MRSZI0021,0,ZI019658
04HDDC412,18/06/19,1.0,MRSZI0021,0,ZI019658
05COPPVC4,18/06/19,2.0,MRSZI0021,0,ZI019658
05PEGAD500,18/06/19,1.0,MRSZI0021,0,ZI019658
05TUBPVCN4,18/06/19,12.0,MRSZI0021,0,ZI019658
0846434,18/06/19,3.0,MRSZI0021,0,ZI019658
01ALAM,19/06/19,50.0,CTE041,0,ZI021154
01ALREC,19/06/19,20.0,CTE041,0,ZI021154
01EST1530,19/06/19,17.0,CTE041,0,ZI021154
01VAR112,19/06/19,30.0,CTE041,0,ZI021154
01VAR38,19/06/19,50.0,CTE041,0,ZI021154
01VAR58,19/06/19,16.0,CTE041,0,ZI021154
01ARM1543,19/06/19,72.0,MRSZI013,8,ZI021104
01ARM204,19/06/19,20.0,MRSZI013,8,ZI021104
0614246,19/06/19,1.0,JFC060,0,ZI021166
02PANN2,20/06/19,2.0,HETC670,0,ZI021199
03POL46,21/06/19,20.0,MRS2043,0,ZI021209
03PR30018,21/06/19,28.0,MRS2043,0,ZI021209
05CODC3490CX,22/06/19,2.0,MRS2043,0,ZI021236
05CONIN34,22/06/19,2.0,MRS2043,0,ZI021236
05CONPL12,22/06/19,3.0,MRS2043,0,ZI021236
05TEECO34,22/06/19,1.0,MRS2043,0,ZI021236
01COMB34,22/06/19,3.0,MRS2043,0,ZI021240
01BIOB0012,22/06/19,80.0,MRS1987,8,ZI020966
01CEMCAZ50,25/06/19,5.0,MRS2043,0,ZI021262
01CEMCAZ50,26/06/19,50.0,MRS409,9,ZI021290
01CEMCAZ50,27/06/19,80.0,OEVJ710,8,ZI020951
01TAR,28/06/19,2.0,MRS311,8,ZI020698
01CEMCAZ50,29/06/19,60.0,MRSZI013,8,ZI021277
01CEMMCA50,29/06/19,30.0,CED001,0,DPQ01963
03SOL18112,07/01/19,24.8,MRS2043,0,ZI021398
03POL56,07/02/19,110.0,MRS636,8,ZI021361
04HTEJ114,07/03/19,4.0,MRSZI013,8,ZI021422
01CEMCAZ50,07/04/19,2.0,MRSZI013,8,ZI021487
01CEMBIG,07/11/19,2.0,MRSZI013,8,ZI021587
06RB167,16/07/19,5.0,MGN85,0,ZI021658
04S104,18/07/19,1.0,MRS2043,0,ZI021735
01CEMBIG,18/07/19,2.0,MRS2043,0,ZI021717
01TAR,19/07/19,2.0,MRS2043,0,ZI021751
01ARM204,24/07/19,6.0,OCP100,3,ZI021852
01CAL,24/07/19,20.0,MRSZI013,8,ZI021816
01YEM,24/07/19,20.0,MRSZI013,8,ZI021816
06MACI12175,25/07/19,27.8,MRSZI013,8,ZI021866
06MACI12175,25/07/19,12.2,MRSZI013,8,ZI021858
01BLO15,29/07/19,1000.0,ETE050,0,ZI021949
03103TS20,30/07/19,6.4,MRS2043,0,ZI021965
01CEMAGR,31/07/19,11.35,TOMJ86,0,ZI021867
01ARM12204,08/05/19,30.0,MRS2043,0,ZI022007
0615248,08/09/19,6.0,OCC17,0,ZI022154
0615503,08/09/19,4.0,OCC17,0,ZI022154
0615702,08/09/19,4.0,OCC17,0,ZI022154
0616542,08/09/19,2.0,OCC17,0,ZI022154
0617054,08/09/19,2.0,OCC17,0,ZI022154
0618630,08/09/19,4.0,OCC17,0,ZI022154
0620401,08/09/19,6.0,OCC17,0,ZI022154
06LLAVES14,08/09/19,4.0,OCC17,0,ZI022154
06MARROB3,08/09/19,2.0,OCC17,0,ZI022154
06PALT,08/09/19,6.0,OCC17,0,ZI022154
0610759,08/09/19,8.0,OCC17,0,ZI022154
0611752,08/09/19,2.0,OCC17,0,ZI022154
0611979,08/09/19,6.0,OCC17,0,ZI022154
0613119,08/09/19,10.0,OCC17,0,ZI022154
0613123,08/09/19,100.0,OCC17,0,ZI022154
0613294,08/09/19,8.0,OCC17,0,ZI022154
0613369,08/09/19,4.0,OCC17,0,ZI022154
01CEMBIG,08/10/19,2.0,SABE790,8,ZI022174
01CEMCAZ50,08/10/19,50.0,SABE790,8,ZI022174
01ACC,08/10/19,112.0,CTE041,0,ZI022179
01ARM1543,08/10/19,36.0,CTE041,0,ZI022179
01ARM1543,14/08/19,1.0,CTE041,0,ZI022222
01TES,14/08/19,171.0,CTE041,0,ZI022222
01VAR58,14/08/19,1.0,CTE041,0,ZI022222
03ANG141,14/08/19,14.0,MRS2043,0,ZI022241
01BAB1030,16/08/19,650.0,VACR83,0,ZI022281
01CEMBIG,16/08/19,2.0,VACR83,0,ZI022281
01MALSOL10,19/08/19,300.0,GASC76,8,ZI022294
01CEMBC,19/08/19,5.0,MRSZI013,8,ZI022325
01ARM1543,22/08/19,59.0,GAVL91,0,ZI022374
01ARM204,22/08/19,15.0,MRSZI013,8,ZI022233
01CEMCAZ50,22/08/19,40.0,MRSZI013,8,ZI022233
01VAR38,22/08/19,20.0,MRSZI013,8,ZI022233
06RA250B,22/08/19,2.0,HEML77,1,ZI022392
06ABRASF8,23/08/19,4.0,MRS2043,0,ZI022410
0846434,23/08/19,1.0,MRS2043,0,ZI022410
01TAB1104,24/08/19,80.0,MOSTSAPSAM,0,ZI021996
01TABMAD168,24/08/19,80.0,MOSTSAPSAM,0,ZI021996
01TABMAD1810,24/08/19,80.0,MOSTSAPSAM,0,ZI021996
01CEMCAZ50,24/08/19,100.0,MOSTSAPSAM,0,ZI022049
01CEMCAZ50,24/08/19,100.0,MOSTSAPSAM,0,ZI021807
01ALREC,24/08/19,100.0,MOSTSAPSAM,0,ZI021860
01ARM124,24/08/19,50.0,MOSTSAPSAM,0,ZI021860
01MALSOL10,24/08/19,200.0,MOSTSAPSAM,0,ZI021860
01VAR38,24/08/19,75.0,MOSTSAPSAM,0,ZI021860
06CLA212,24/08/19,15.0,MOSTSAPSAM,0,ZI021860
06CLAC212,24/08/19,10.0,MOSTSAPSAM,0,ZI021860
06CLA212,29/08/19,25.0,SIG72,4,ZI012704
01CAL,29/08/19,20.0,SIG72,4,ZI013067
01CEMBIG,29/08/19,16.0,SIG72,4,ZI013067
01CEMCAZ50,30/08/19,200.0,MRSZI013,8,ZI022502
01VAR38,30/08/19,20.0,MRSZI013,8,ZI022502
01EST1515,09/03/19,30.0,MRS2043,0,ZI022551
01CEMBIG,09/03/19,2.0,MRSZI013,8,ZI022524
01CEMCAZ50,09/03/19,2.0,ZECA66,0,ZI022463
01CEMBIG,09/06/19,2.0,MRS2043,0,ZI022606
03PR22518,09/06/19,189.2,ETE050,0,DPQ02010
04HPPB141,09/06/19,50.0,MRS2043,0,ZI022626
06ESPA14,09/06/19,10.0,MRS2043,0,ZI022626
06FONSN,09/06/19,1.0,MRS2043,0,ZI022626
03LAMC28305,09/09/19,34.0,MRS2043,0,ZI022661
01ARM124,09/12/19,4.0,MEVJ54,0,ZI022695
05TUBGALV12,13/09/19,4.0,CUC88,0,ZI022619
01YEM,13/09/19,8.0,HEMF74,0,ZI021888
01CEMCAZ50,13/09/19,5.0,HEMF74,0,ZI022122
01PPB20,13/09/19,7.0,HEMF74,0,ZI022122
01CEMBIG,17/09/19,2.0,MRS2043,0,ZI022796
01CEMCAZ50,18/09/19,10.0,MRSZI013,8,ZI022786
08FOC200,19/09/19,11.0,OCC17,0,ZI022181
01BLO15,20/09/19,4000.0,UAS23,4,ZI021728
01ESC15,20/09/19,167.0,UAS23,4,ZI021728
01VAR38,20/09/19,150.0,UAS23,4,ZI021728
03M22520,20/09/19,17.4,MRSZI013,8,ZI022884
03PP10020,20/09/19,22.8,MRSZI013,8,ZI022884
03PTR11214,20/09/19,132.0,MRSZI013,8,ZI022884
04CHPFANL,20/09/19,4.0,MRSZI013,8,ZI022884
03101AL20,20/09/19,11.6,MRSZI013,8,ZI022884
03103TS20,20/09/19,25.6,MRSZI013,8,ZI022884
03121CH20,20/09/19,12.0,MRSZI013,8,ZI022884
03124GVC18,20/09/19,12.6,MRSZI013,8,ZI022884
04HBISL3,20/09/19,10.0,MRSZI013,8,ZI022884
04HCR,20/09/19,10.0,MRSZI013,8,ZI022884
05VALBCP12,24/09/19,3.0,MRS2043,0,ZI022938
05YEEPVC2,24/09/19,2.0,MRS2043,0,ZI022938
01ARM124,26/09/19,100.0,LOAF59,0,ZI022976
01CEMCAZ50,26/09/19,40.0,LOAF59,0,ZI022976
0644489,26/09/19,12.0,LOAF59,0,ZI022976
06BRIC1,26/09/19,1.0,LOAF59,0,ZI022976
08CENC1,20/03/20,1.0,MRS2043,0,ZI026248
02COME28,25/09/19,1.0,MRS2043,0,ZI022957
01PBC25,25/09/19,36.0,MRS1987,8,ZI022883
01CEMBIG,10/08/19,2.0,MRS2043,0,ZI023152
0610252,10/08/19,2.0,MRS2043,0,ZI023146
0610621,10/08/19,4.0,MRS2043,0,ZI023146
0610759,10/08/19,1.0,MRS2043,0,ZI023146
0610765,10/08/19,1.0,MRS2043,0,ZI023146
0611752,10/08/19,2.0,MRS2043,0,ZI023146
0611807,10/08/19,2.0,MRS2043,0,ZI023146
0611979,10/08/19,2.0,MRS2043,0,ZI023146
0614962,10/08/19,2.0,MRS2043,0,ZI023146
0618153,10/08/19,2.0,MRS2043,0,ZI023146
0624069,10/08/19,2.0,MRS2043,0,ZI023146
06ESCJ22,10/08/19,5.0,MRS2043,0,ZI023146
06MAG10175,10/08/19,90.0,MRS2043,0,ZI023146
06MS50,10/08/19,25.0,MRS2043,0,ZI023146
06PALT,10/08/19,9.0,MRS2043,0,ZI023146
06PLRP,10/08/19,2.0,MRS2043,0,ZI023146
06REDG140,10/08/19,2.0,MRS2043,0,ZI023146
06TALACOM,10/08/19,4.0,MRS2043,0,ZI023146
05PLJLR20,28/09/19,1.0,MRS2043,0,ZI023006
01ARM124,28/09/19,70.0,CPC1112,0,ZI023007
01CEMCAZ50,28/09/19,25.0,CPC1112,0,ZI023007
01CEMCAZ50,10/11/19,400.0,CAAL86,8,ZI023213
01ALREC,14/10/19,30.0,MRSZI1234,8,ZI023240
01CEMCAZ50,14/10/19,200.0,MRSZI1234,8,ZI023240
03PC10018,15/10/19,275.4,PERC80,8,ZI023277
03PR17518,15/10/19,360.0,PERC80,8,ZI023277
04HDCM14,15/10/19,1.0,PERC80,8,ZI023277
04HSI2176,15/10/19,5.0,PERC80,8,ZI023277
0611674,15/10/19,1.0,PERC80,8,ZI023277
0611688,15/10/19,1.0,PERC80,8,ZI023277
01BLO15,18/10/19,2000.0,MRSZI0021,0,ZI023157
01BLO15,18/10/19,1000.0,MRSZI0021,0,ZI023321
01BLO15,18/10/19,1000.0,MRSZI0021,0,ZI023329
01CAL,19/10/19,20.0,MRS1987,8,ZI023336
01CEMCAZ50,19/10/19,80.0,MRS1987,8,ZI023336
01ES,19/10/19,20.0,MRS1987,8,ZI023336
01YEM,19/10/19,72.0,MRS1987,8,ZI023336
01CEMCAZ50,22/10/19,100.0,MRS628,8,ZI023390
06NUD12,24/12/19,100.0,DCA040,0,ZI024562
08CAUR314,24/12/19,100.0,DCA040,0,ZI024562
01ALREC,28/10/19,4.0,MRS2043,0,ZI023507
01ARM204,28/10/19,1.0,MRS2043,0,ZI023507
01VAR38,28/10/19,35.0,MRS2043,0,ZI023507
06CLA212,28/10/19,3.0,MRS2043,0,ZI023507
06CLAC212,28/10/19,1.0,MRS2043,0,ZI023507
08CAJO,28/10/19,2.0,MRS2043,0,ZI023507
08POL12,28/10/19,50.0,MRS2043,0,ZI023507
01CEMBIG,23/10/19,12.0,TOMJ86,0,ZI023416
0615400,24/12/19,2.0,MRS2157,0,ZI022576
06CLA212,23/12/19,25.0,MRS2043,0,ZI024519
01CEMCAZ50,31/10/19,1020.0,MOST1118,8,ZI023251
03TM18112,31/10/19,99.0,GASC76,8,ZI023554
01CEMBIG,11/01/19,2.0,MRSZI003,0,ZI021970
01CEMBIG,11/01/19,2.0,MRSZI003,0,ZI022209
01CEMBIG,11/01/19,2.0,MRSZI003,0,ZI022393
01CEMAGR,11/04/19,10.71,PAL18,0,ZI023606
05VA12,11/11/19,1.0,MRS2043,0,ZI023712
01CEMCAZ50,11/12/19,170.0,LOGD94,8,ZI023716
01CEMBIG,14/11/19,2.0,MRSZI003,0,ZI023405
01CEMBIG,14/11/19,2.0,MRSZI003,0,ZI023605
01ARM204,19/11/19,48.0,MRS311,8,ZI023846
01CEMBIG,19/11/19,4.0,MRS311,8,ZI023846
03LA10126600,19/11/19,1.0,MRS311,8,ZI023846
01CEMCAZ50,26/11/19,90.0,PSP14,0,ZI023965
01BAB1030,26/11/19,945.0,MRSZI013,8,ZI023947
01VAR112,26/11/19,10.0,MRSZI013,8,ZI023947
01VAR38,21/11/19,50.0,MRS2043,0,ZI023881
01CEMCAZ50,26/11/19,80.0,VACR83,0,ZI023985
06CLAC212,26/11/19,40.0,VACR83,0,ZI023985
01CEMBIG,28/11/19,2.0,MRSZI013,8,ZI024023
01CEMCAZ50,28/11/19,10.0,MRSZI013,8,ZI024023
03ANG182,12/04/19,30.8,SABE790,8,ZI023787
03PTR214,12/04/19,91.0,SABE790,8,ZI023787
03PTR3314,12/04/19,108.0,SABE790,8,ZI023787
01MALSOL6,12/04/19,133.0,MARG73,8,ZI024163
01CEMCAZ50,12/05/19,10.0,MRS2043,0,ZI024170
01CEMCAZ50,12/05/19,2.0,TGC07,4,ZI024101
08CAJCHR,12/05/19,4.0,TGC07,4,ZI024101
08CAJO,12/05/19,1.0,TGC07,4,ZI024101
08POLF12,12/05/19,10.0,TGC07,4,ZI024101
01CEMBIG,12/06/19,2.0,ZECA66,0,ZI023966
01CEMCAZ50,12/09/19,115.0,MARG73,8,ZI024241
04HDDCM7,16/12/19,1.0,MRS2043,0,ZI024414
01ARM124,17/12/19,26.0,SER88,3,ZI024463
06CODP12,20/12/19,20.0,MRSZI0025,0,ZI024505
08POL12,20/12/19,100.0,MRSZI0025,0,ZI024505
01CEMCAZ50,26/12/19,200.0,GOOD89,8,ZI024602
01ES,26/12/19,100.0,GOOD89,8,ZI024602
06YESKG,01/04/20,8.0,MRS2043,0,ZI024753
01CEMBIG,01/06/20,2.0,MRSZI013,8,ZI024630
01ARM1543,01/07/20,125.0,AIRB68,8,ZI024777
01BLO10,01/07/20,300.0,AIRB68,8,ZI024777
01CEMCAZ50,01/07/20,5.0,AIRB68,8,ZI024777
03103TS18,01/10/20,168.0,AIHS900,0,ZI024827
01ARM204,01/10/20,25.0,MRSZI013,8,ZI024816
05JUEGHH,13/01/20,1.0,MRS2043,0,ZI024889
05CONP34,17/01/20,6.0,MARA76,0,ZI024989
05CONPL34,17/01/20,8.0,MARA76,0,ZI024989
03131MOS20,18/01/20,4.0,MRS2043,0,ZI025018
06MAG10175,20/01/20,90.0,CUC88,0,ZI025027
04HDDC7,21/01/20,5.0,PEJE72,4,ZI025062
05CODPVC345,22/01/20,5.0,MRS2043,0,ZI025079
05CODPVC390,22/01/20,5.0,MRS2043,0,ZI025079
05COPPVC3,22/01/20,5.0,MRS2043,0,ZI025079
01EST1520,24/01/20,14.0,MRS2043,0,ZI025096
05TCPVRED3412,25/01/20,5.0,MACR44,1,ZI025125
01CEMBIG,27/01/20,2.0,MRSZI003,0,ZI024136
01CEMBIG,27/01/20,1.0,MRSZI003,0,ZI024418
03TM181,28/01/20,26.4,SRE03,4,ZI025183
05CODPVC390,28/01/20,1.0,MRS2043,0,ZI025186
05CODCP9012,29/01/20,20.0,MRS2043,0,ZI025195
05COPCP12,29/01/20,5.0,MRS2043,0,ZI025195
05TEECPVCC12,29/01/20,10.0,MRS2043,0,ZI025195
05ABRTO34,02/03/20,10.0,RALM76,1,ZI025235
08TUBC34PD,02/03/20,3.0,RALM76,1,ZI025235
01VAR38,02/04/20,50.0,MRSZI030,8,ZI025167
01CEMCAZ50,02/04/20,80.0,LOGD94,8,ZI025311
03POL36,02/08/20,76.0,MRS2043,0,ZI025407
03PC20018,02/10/20,23.2,MRS2043,0,ZI025432
01CEMCAZ50,02/11/20,3.0,MRSZI0025,0,ZI025410
01VAR38,02/11/20,100.0,MRSZI030,8,ZI025388
01PPS,02/12/20,15.0,MEVJ54,0,ZI025469
01YEM,14/02/20,8.0,gco02,0,ZI025525
01EST1515,17/02/20,10.0,MRS2043,0,ZI025543
01CEMBIG,17/02/20,2.0,MRS1856,1,ZI025433
01CEMBIG,17/02/20,2.0,MRSZI003,0,ZI025123
06CODP3,20/02/20,20.0,TTH13,0,ZI025623
01CEMBIG,21/02/20,4.0,MRS2043,0,ZI025673
03SOL12112,22/02/20,24.0,TTH13,0,ZI025623
01ALREC,27/02/20,50.0,MRSZI0025,0,ZI025723
01CEMCAZ50,03/02/20,40.0,MRSZI0025,0,ZI025754
01ALREC,03/02/20,5.0,MRSZI013,8,ZI025785
01ARM204,03/02/20,2.0,MRSZI013,8,ZI025785
01BLO15,03/02/20,20.0,MRSZI013,8,ZI025785
01CAL,03/02/20,1.0,MRSZI013,8,ZI025785
01CEMCAZ50,03/02/20,9.0,MRSZI013,8,ZI025785
01COMB34,03/02/20,1.5,MRSZI013,8,ZI025785
01VAR38,03/02/20,16.0,MRSZI013,8,ZI025785
06CLA212,03/02/20,2.0,MRSZI013,8,ZI025785
01CAS651,03/10/20,65.0,MRS2043,0,ZI026043
01CEMCAZ50,13/03/20,2.0,MRSZI0042,0,ZI025997
01CEMCAZ50,13/03/20,10.0,MRSZI0025,0,ZI025719
05CODPL4512,19/03/20,17.0,MEVJ54,0,ZI026220
05CODPL4534,19/03/20,11.0,MEVJ54,0,ZI026220
01CEMCAZ50,27/03/20,200.0,LAGG91,8,ZI026372
03127TDC20,30/03/20,8.6,MRS1987,8,ZI026309
03M22520,30/03/20,17.4,MRS1987,8,ZI026309
01CEMCAZ50,04/01/20,20.0,MRSZI0042,0,ZI026361
01BAB1030,04/01/20,740.0,MRSZI0025,0,ZI026349
01VAR38,04/01/20,20.0,MRSZI0025,0,ZI026349
0611673,04/02/20,20.0,TTH13,0,ZI026507
05RBC1234,04/03/20,4.0,MRS2043,0,ZI026542
01BLO12,04/03/20,3.0,MRSMC01,0,ZI026547
05COPPVCH34,04/04/20,8.0,MRSZI0025,0,ZI026582
08CAJCHR,04/07/20,10.0,CRA00,1,ZI026624
01BLO15,13/04/20,2000.0,MRS2043,0,ZI026803
01CEMCAZ50,13/04/20,60.0,MRS2043,0,ZI026803
GTRAS,13/04/20,2.0,MRS2043,0,ZI026803
05TUBPVCN4,15/04/20,31.0,RCO10,0,ZI026750
08POL1234,16/04/20,50.0,MRS2043,0,ZI026911
01CEMCAZ50,17/04/20,4.0,CUC88,0,ZI026701
