Claart,Descripción,Existencia,Stock Minimo,Stock Maximo,Stock de Seguridad,Recomendacion
04MDG163,Metal despl  c16  aber 3/4,33.95,132.0,264.0,22.0,98.05
04PAS4,Pasador rustico #4,127.0,14.399999999999999,28.799999999999997,2.4,-98.2
04PAS7,Pasador rustico #7 varilla 5/8,109.0,10.0,20.0,1.6666666666666667,-89.0
04PE300,Porta electrodo 300 amp,0.0,6.0,12.0,1.0,6.0
04PICG12,Picaporte 12 galv,27.0,9.0,18.0,1.5,-9.0
04PRR5,Pasador ref R-05,230.0,24.0,48.0,4.0,-182.0
04SAG,Superpico agave 1 mt,294.0,56.0,112.0,9.333333333333334,-182.0
04TMOS105,Tela mosq 1.05,227.7,34.0,68.0,5.666666666666667,-159.7
04TMOS120,Tela mosq 1.20,204.86,11.0,22.0,1.8333333333333333,-182.86
04TMOS60,Tela mosq .60,340.49,30.0,60.0,5.0,-280.49
04TMOS75,Tela mosq .75,277.37,3.3000000000000003,6.6000000000000005,0.55,-270.77
04TMOS90,Tela mosq .90,254.11,24.0,48.0,4.0,-206.11
04TMRG,Tela mosquired 0.91 galvanizada,112.02,10.5,21.0,1.75,-91.02
04TMRG122,Tela Mosquired galv 1.22,109.26,10.5,21.0,1.75,-88.26
05CORMET14IND,Cortadora metal makita 14 Industrial,4.0,6.0,12.0,1.0,2.0
06ESPA58,Esparrago galv 5/8,21.0,12.0,24.0,2.0,0.0
06FLEXC7,Flexometro cadena 7.5m,17.0,6.0,12.0,1.0,-5.0
02TOR34,Torn ext plana 8x3/4,5324.0,0.0,0.0,0.0,-5324.0
02TORS112,Torn std 1 1/2,8255.0,0.0,0.0,0.0,-8255.0
02TORS2,Torn std 2,2678.0,0.0,0.0,0.0,-2678.0
02TORS3,Torn std 3,7939.0,0.0,0.0,0.0,-7939.0
02TORSTD101,Torn std 10x1,394.0,0.0,0.0,0.0,-394.0
06ESPA12,Esparrago galv 1/2,35.0,0.0,0.0,0.0,-35.0
06ESPON,Esponja para afine,52.0,0.0,0.0,0.0,-52.0
06ESPONJ,Esponja amarilla lava carros,206.0,0.0,0.0,0.0,-206.0
06PI141,Pija 14x1,758.0,0.0,0.0,0.0,-758.0
06PI142,Pija 14x2,502.0,0.0,0.0,0.0,-502.0
06PIJ10212,Pija 10x2 1/2,1153.0,0.0,0.0,0.0,-1153.0
06PJ812,Pija 8x2,2615.0,0.0,0.0,0.0,-2615.0
06TAQ38,Taquete Cam 1/2 c/torn 3/8 x 3 3/8,328.0,0.0,0.0,0.0,-328.0
06TAQ516,Taquete Cam 3/8 c/torn 5/16 x 3 3/8,372.0,0.0,0.0,0.0,-372.0
06TAQA12312,Taquete arpon 1/2,587.0,0.0,0.0,0.0,-587.0
06TAQA143,Taquete arpon 1/4,559.0,0.0,0.0,0.0,-559.0
06TAQE516,Taquete Expancion Camisa  5/16,396.0,0.0,0.0,0.0,-396.0
06TAQQC38,Taquete Expancion Camisa  3/8,429.0,0.0,0.0,0.0,-429.0
06VACT010,Trapo Industrial Multicolor,131.5,0.0,0.0,0.0,-131.5
08RONP12,Rondana presion 1/2,410.0,0.0,0.0,0.0,-410.0
08RONP14,Rondana presion 1/4,926.0,0.0,0.0,0.0,-926.0
08RONP38,Rondana presion 3/8,984.0,0.0,0.0,0.0,-984.0
08RONP516,Rondana presion 5/16,905.0,0.0,0.0,0.0,-905.0
08RONP58,Rondana presion 5/8,637.0,0.0,0.0,0.0,-637.0
08TOR121,Tornillo 1/2x1,632.0,0.0,0.0,0.0,-632.0
08TOR122,Tornillo 1/2x2,597.0,0.0,0.0,0.0,-597.0
08TOR14212,Tornillo 1/4x2 1/2,587.0,0.0,0.0,0.0,-587.0
08TOR143,Tornillo 1/4x3,902.0,0.0,0.0,0.0,-902.0
08TOR381,Tornillo 3/8x1,738.0,0.0,0.0,0.0,-738.0
08TOR382,Tornillo 3/8x2,769.0,0.0,0.0,0.0,-769.0
08TOR38212,Tornillo 3/8x2 1/2,647.0,0.0,0.0,0.0,-647.0
08TOR383,Tornillo 3/8x3,797.0,0.0,0.0,0.0,-797.0
08TOR516112,Tornillo 5/16x1 1/2,1055.0,0.0,0.0,0.0,-1055.0
08TOR516212,Tornillo 5/16x2 1/2,716.0,0.0,0.0,0.0,-716.0
08TOR5163,Tornillo 5/16x3,959.0,0.0,0.0,0.0,-959.0
08TOR58112,Tornillo 5/8x 1 1/2,292.0,0.0,0.0,0.0,-292.0
08TORC14112,Tornillo Coche 1/4x 1 1/2,696.0,0.0,0.0,0.0,-696.0
08TORC14114,Tornillo Coche 1/4 x 1 1/4,819.0,0.0,0.0,0.0,-819.0
08TORC14212,Tornillo Coche 1/4x 2 1/2,481.0,0.0,0.0,0.0,-481.0
08TORC383,Tornillo coche 3/8x3,580.0,0.0,0.0,0.0,-580.0
08TORC385,Tornillo coche 3/8x5,302.0,0.0,0.0,0.0,-302.0
08TORC5161,Tornillo coche 5/16x1,517.0,0.0,0.0,0.0,-517.0
08TORC516212,Tornillo coche 5/16x2 1/2,503.0,0.0,0.0,0.0,-503.0
08TORC516312,Tornillo coche 5/16x3 1/2,447.0,0.0,0.0,0.0,-447.0
08TUER12,Tuerca 1/2,1144.0,0.0,0.0,0.0,-1144.0
08TUER34,Tuerca 3/4,584.0,0.0,0.0,0.0,-584.0
08TUER38,Tuerca 3/8,524.0,0.0,0.0,0.0,-524.0
02TORS212,Torn std 2 1/2,3152.0,600.0,1200.0,100.0,-1952.0
0644412,Pija 8x1/2,2500.0,120.0,240.0,20.0,-2260.0
06ESP381,Esparrago galv 3/8,48.0,18.0,36.0,3.0,-12.0
06ESPA1,Esparrago galv 1,18.0,60.0,120.0,10.0,42.0
06PIJ102,Pija 10x2,1832.0,180.0,360.0,30.0,-1472.0
06PIJ8112,Pija 8x1 1/2,7146.0,255.0,510.0,42.5,-6636.0
06TAQA383,Taquete arpon 3/8 x 3,395.0,150.0,300.0,25.0,-95.0
06TORG316212,Tornillo gota 3/16x2 1/2,679.0,36.0,72.0,6.0,-607.0
08RON1,Rondana plana 1,604.0,6.0,12.0,1.0,-592.0
08RON12,Rondana plana 1/2,620.0,72.0,144.0,12.0,-476.0
08RON14,Rondana plana 1/4,2279.0,365.25,730.5,60.875,-1548.5
08RON316,Rondana plana 3/16,1045.0,212.0,424.0,35.333333333333336,-621.0
08RON34,Rondana plana 3/4,643.0,48.0,96.0,8.0,-547.0
08RON38,Rondana plana 3/8,456.0,166.36363636363637,332.72727272727275,27.727272727272727,-123.27272727272725
08RON516,Rondana plana 5/16,648.0,71.0,142.0,11.833333333333334,-506.0
08RON58,Rondana plana 5/8,883.0,48.0,96.0,8.0,-787.0
08TOR123,Tornillo 1/2x3,593.0,50.0,100.0,8.333333333333334,-493.0
08TOR125,Tornillo 1/2x5,382.0,36.0,72.0,6.0,-310.0
08TOR141,Tornillo 1/4x1,777.0,12.0,24.0,2.0,-753.0
08TOR1434,Tornillo 1/4x3/4,434.0,600.0,1200.0,100.0,166.0
08TOR38112,Tornillo 3/8x 1 1/2,702.0,24.0,48.0,4.0,-654.0
08TOR384,Tornillo 3/8x4,418.0,72.0,144.0,12.0,-274.0
08TOR5161,Tornillo 5/16x1,662.0,12.0,24.0,2.0,-638.0
08TOR5164,Tornillo 5/16x4,409.0,24.0,48.0,4.0,-361.0
08TOR5165,Tornillo 5/16x5,289.0,24.0,48.0,4.0,-241.0
08TUE316,Tuerca 3/16,2696.0,36.0,72.0,6.0,-2624.0
08TUER14,Tuerca 1/4,2348.0,521.1428571428571,1042.2857142857142,86.85714285714286,-1305.7142857142858
08TUER516,Tuerca 5/16,639.0,42.92307692307693,85.84615384615385,7.153846153846154,-553.1538461538462
08TUER58,Tuerca 5/8,568.0,33.0,66.0,5.5,-502.0
08TUER716,Tuerca 7/16,148.0,144.0,288.0,24.0,0.0
03101AL18,101 Angulo Liso C-18,775.6,121.36000000000001,242.72000000000003,20.22666666666667,-532.88
03101AL20Z,101 Angulo Liso C-20 ZINTRO,254.8,44.8,89.6,7.466666666666666,-165.20000000000002
03103TS18,103 T Sencilla C-18,852.6,102.9,205.8,17.150000000000002,-646.8
03103TS20,103 T Sencilla C-20,681.6,69.94285714285715,139.8857142857143,11.657142857142858,-541.7142857142858
03103TS20Z,103 T Sencilla C-20 ZINTRO,185.6,42.24000000000001,84.48000000000002,7.040000000000001,-101.11999999999998
03106Z18,106 Z C-18,305.3,51.599999999999994,103.19999999999999,8.6,-202.10000000000002
03121CH18,121 Chambrana C-18,872.0,222.0,444.0,37.0,-428.0
03121CH20,121 Chambrana C-20,594.0,96.75,193.5,16.125,-400.5
03121CH20Z,121 Chambrana C-20 ZINTRO,270.0,63.0,126.0,10.5,-144.0
03122ES18,122 Escalonado C-18,432.0,66.6,133.2,11.1,-298.8
03122ES20,122 Escalonado C-20,435.0,50.61818181818181,101.23636363636362,8.436363636363636,-333.76363636363635
03122ES20Z,122 Escalonado C-20 ZINTRO,304.5,26.099999999999998,52.199999999999996,4.35,-252.3
03123AR18,123 Ang Ranurado  C-18,477.3,55.28571428571428,110.57142857142856,9.214285714285714,-366.72857142857146
03123AR20Z,123 Ang Ranurado C-20 ZINTRO,310.4,19.200000000000003,38.400000000000006,3.2,-272.0
03124GVC18,124 Guia p/ventana C-18,468.4,48.266666666666666,96.53333333333333,8.044444444444444,-371.8666666666667
03126CHC18,126 Chambrana Cerr C-18,551.2,62.400000000000006,124.80000000000001,10.4,-426.40000000000003
03127TDC18,127 T Doble C-18,291.2,100.80000000000001,201.60000000000002,16.8,-89.59999999999997
03154JUN20Z,154 Junquillo C-20 ZINTRO,250.2,7.199999999999999,14.399999999999999,1.2,-235.79999999999998
03160PSM18,160 Pasamanos C-18,206.4,90.30000000000001,180.60000000000002,15.05,-25.799999999999983
03160PSM20,160 Pasamanos C-20,368.0,48.0,96.0,8.0,-272.0
03DUDO20,170 Duela Doble C-20,2321.4,158.625,317.25,26.4375,-2004.15
03DUDOZ20,170 Duela Doble C-20 ZINTRO,580.4,183.3,366.6,30.55,-213.79999999999995
03DUSE20,171 Duela sencilla C-20,151.2,32.400000000000006,64.80000000000001,5.4,-86.39999999999998
03K10018,K 100 Manguete C-18,234.6,69.0,138.0,11.5,-96.6
03M22518,M-225 C-18,664.4,122.82,245.64,20.47,-418.76
03M22518Z,M-225 C-18 ZINTRO,448.4,45.599999999999994,91.19999999999999,7.6,-357.2
03M22520Z,M-225 C-20 ZINTRO,74.4,64.62857142857142,129.25714285714284,10.77142857142857,0.0
03P10018,P-100 C-18,368.8,118.15384615384616,236.30769230769232,19.692307692307693,-132.4923076923077
03PC10018,C-100 C-18,734.1,286.5882352941177,573.1764705882354,47.76470588235294,-160.92352941176466
03PC10020,C-100 C-20,715.0,84.77142857142857,169.54285714285714,14.12857142857143,-545.4571428571428
03PC10020Z,C-100 C-20 ZINTRO,81.9,717.5999999999999,1435.1999999999998,119.6,635.6999999999999
03PC12518,C-125 C-18,949.0,148.5,297.0,24.75,-652.0
03PC12520,C-125 C-20,798.0,67.19999999999999,134.39999999999998,11.2,-663.6
03PC125C20Z,C-125 C.20 ZINTRO,411.6,336.0,672.0,56.0,0.0
03PC15018,C-150 C-18,680.1,172.0,344.0,28.666666666666668,-336.1
03PC15020,C-150 C-20,626.5,232.64999999999998,465.29999999999995,38.775,-161.20000000000005
03PC20018,C-200 C-18,1228.0,147.89999999999998,295.79999999999995,24.65,-932.2
03PC718Z,C-075 C18 ZINTRO,0.0,980.4000000000001,1960.8000000000002,163.4,980.4000000000001
03PC7518,C-075 C-18,904.2,163.84,327.68,27.30666666666667,-576.52
03PC7520Z,C-075 C-20 ZINTRO,682.0,19.200000000000003,38.400000000000006,3.2,-643.6
03PERC050,Perfil C-050 C18,585.8,107.26153846153846,214.52307692307693,17.876923076923077,-371.276923076923
03POL1010,Polin 10x10 c14,4100.0,1356.0,2712.0,226.0,-1388.0
03POL1214,Polin 12x12 c14,1344.0,576.0,1152.0,96.0,-192.0
03POL36,Polin 3x6 c14,5010.9,1012.5,2025.0,168.75,-2985.8999999999996
03POL46,Polin 4x6 c14,7550.8,1714.2857142857142,3428.5714285714284,285.7142857142857,-4122.228571428572
03POL56,Polin 5x6 c14,890.0,1452.0,2904.0,242.0,562.0
03POL66,Polin 6x6 c14,864.0,2850.0,5700.0,475.0,1986.0
03POL86,Polin 8x6 c14,360.2,2474.4,4948.8,412.40000000000003,2114.2000000000003
03POL88,Polin 8x8 c14,6512.6,3369.6000000000004,6739.200000000001,561.6,0.0
03PP10020,P-100 C-20,1089.4,110.85882352941177,221.71764705882353,18.476470588235294,-867.6823529411765
03PP10020Z,P-100 C-20 ZINTRO,411.1,68.2,136.4,11.366666666666667,-274.70000000000005
03PP15018,P-150 C-18,548.2,57.599999999999994,115.19999999999999,9.6,-433.00000000000006
03PP15020,P-150 C-20,250.8,45.599999999999994,91.19999999999999,7.6,-159.60000000000002
03PP20018,P-200 C-18,220.4,136.8,273.6,22.8,0.0
03PP20020Z,P-200 C-20 ZINTRO,315.2,120.4,240.8,20.066666666666666,-74.39999999999998
03PP25018,P-250 C-18,915.0,73.19999999999999,146.39999999999998,12.2,-768.6
03PP25020,P-250 C-20,628.8,115.19999999999999,230.39999999999998,19.2,-398.4
03PP30018,P-300 C-18,689.0,115.5,231.0,19.25,-458.0
03PP30020,P-300 C-20,748.3,87.44999999999999,174.89999999999998,14.575,-573.4
03PP30020Z,P-300 C-20 ZINTRO,392.0,111.30000000000001,222.60000000000002,18.55,-169.39999999999998
03PR10018,R-100 C-18,200.2,55.44,110.88,9.24,-89.32
03PR10020,R-100 C-20,216.2,72.96000000000001,145.92000000000002,12.16,-70.27999999999997
03PR10020Z,R-100 C-20 ZINTRO,297.6,96.0,192.0,16.0,-105.60000000000002
03PR12518,R-125 C-18,471.2,84.0,168.0,14.0,-303.2
03PR17518,R-175 C-18,670.6,113.4,226.8,18.900000000000002,-443.8
03PR17520,R-175 C-20,7.267,33.599999999999994,67.19999999999999,5.6,26.332999999999995
03PR20020Z,R-200 C-20 ZINTRO,421.0,48.0,96.0,8.0,-325.0
03PR22518,R-225 C-18,426.9,288.1,576.2,48.01666666666667,0.0
03PR22520,R-225 C-20,438.8,87.12,174.24,14.52,-264.56
03PR30018,R-300 C-18,1972.2,491.52,983.04,81.92,-989.1600000000001
03PR30020,R-300 C-20,200.8,609.6,1219.2,101.60000000000001,408.8
03PR30020Z,R-300 C-20 ZINTRO,460.25,115.19999999999999,230.39999999999998,19.2,-229.85000000000002
03PR40018,R-400 C-18,993.0,233.05,466.1,38.84166666666667,-526.9
03PTR11214,PTR 11/2x11/2 c14,5373.5,663.0,1326.0,110.5,-4047.5
03PTR113,PTR 1x1 C-13,232.0,120.0,240.0,20.0,0.0
03PTR114,PTR 1x1 c14,2773.0,248.12307692307695,496.2461538461539,41.353846153846156,-2276.753846153846
03PTR11414,PTR 11/4x11/4 c14,5163.7,405.0,810.0,67.5,-4353.7
03PTR211,PTR 2x2 C11,280.0,168.0,336.0,28.0,0.0
03PTR2114,PTR 2x1 c14,851.4,178.2,356.4,29.7,-495.0
03PTR212,PTR 2x2 c12,1964.6,148.8,297.6,24.8,-1667.0
03PTR21211214,PTR 2 1/2 x 1 1/2 c-14,553.5,861.3000000000001,1722.6000000000001,143.55,307.80000000000007
03PTR212114,PTR 2 1/2 X 1 1/4 C14,541.2,196.79999999999998,393.59999999999997,32.8,-147.60000000000008
03PTR21214,PTR 21/2x21/2 c14,1952.4,135.0,270.0,22.5,-1682.4
03PTR214,PTR 2x2 c14,7283.8,463.8857142857143,927.7714285714286,77.31428571428572,-6356.028571428572
03PTR3112,PTR 3x11/2 c-14,888.4,204.0,408.0,34.0,-480.4
03PTR3214C,PTR 3x2 C14,984.0,484.0,968.0,80.66666666666667,-16.0
03PTR3314,PTR 3x3 c14,1045.6,1117.2,2234.4,186.20000000000002,71.60000000000014
03PTR34,PTR 3/4 c14,2354.75,300.29999999999995,600.5999999999999,50.05,-1754.15
03PTR411214,PTR 4x11/2 c14,820.0,329.6,659.2,54.93333333333334,-160.79999999999995
03PTR4214,PTR 4x2 c14,1398.4,353.59999999999997,707.1999999999999,58.93333333333333,-691.2000000000002
03PTR4414,PTR 4x4 c14,480.9,1292.4,2584.8,215.4,811.5000000000001
03PTR6214,PTR 6x2 c14,1012.0,342.0,684.0,57.0,-328.0
03R249C18,R-249 C-18,706.5,478.79999999999995,957.5999999999999,79.8,0.0
03R250C18,R-250 C-18,735.7,268.4,536.8,44.73333333333333,-198.9000000000001
03R400C20,R-400 C-20,794.5,70.80000000000001,141.60000000000002,11.8,-652.9
03RIEL1500,Riel o Guia 1500 C-14,770.0,162.0,324.0,27.0,-446.0
03RIEL18,Riel o Guia 1400 C-18,362.7,44.400000000000006,88.80000000000001,7.400000000000001,-273.9
03TAB310T,Tablero 3x10 troq,2978.4,269.28000000000003,538.5600000000001,44.88,-2439.84
03TAB33,Tablero 3x3 caja/chica,24.8,55.800000000000004,111.60000000000001,9.3,31.000000000000004
03TAB36,Tablero 3x6,1374.8,150.0,300.0,25.0,-1074.8
03TAB36Z,Tablero 3x6 zintro,2306.4,272.8,545.6,45.46666666666667,-1760.8000000000002
03TAB38Z,Tablero 3x8 zintro,1886.0,245.39999999999998,490.79999999999995,40.9,-1395.2
03TAB3Z,Tablero 3x3 zintro,1029.2,125.55000000000001,251.10000000000002,20.925,-778.1
03TABBTZ310,Tablero 3x10 Zintro Troq.,244.8,1428.0,2856.0,238.0,1183.2
03TC301,Tubo Ced 30 1,145.5,33.0,66.0,5.5,-79.5
03TC30114,Tubo Ced 30 1 1/4,56.0,20.0,40.0,3.3333333333333335,-16.0
03TC3012,Tubo Ced 30 1/2,179.5,9.857142857142858,19.714285714285715,1.6428571428571428,-159.78571428571428
03TC302,Tubo Ced 30 2,12.0,18.0,36.0,3.0,6.0
03TC30212,Tubo Ced 30 2 1/2,11.0,6.0,12.0,1.0,0.0
03TC303,Tubo Ced 30 3,17.0,3.0,6.0,0.5,-11.0
03TC3031,Tubo Ced 30 3/4,137.0,24.85714285714286,49.71428571428572,4.142857142857143,-87.28571428571428
03TC304,Tubo Ced 30 4,4.0,6.0,12.0,1.0,2.0
03TC30L,Tubo Ced 30 1 1/2 lg,67.0,41.0,82.0,6.833333333333333,0.0
03TC401,Tubo Ced 40 1,15.5,12.0,24.0,2.0,0.0
03TC40112,Tubo Ced 40 1 1/2,9.0,7.5,15.0,1.25,0.0
03TC40114,Tubo Ced 40 1 1/4,8.5,6.0,12.0,1.0,0.0
03TC4012,Tubo Ced 40 1/2,29.5,3.0,6.0,0.5,-23.5
03TC40212,Tubo Ced 40 2 1/2,26.0,3.0,6.0,0.5,-20.0
03TC4034,Tubo Ced 40 3/4,6.5,18.0,36.0,3.0,11.5
03TM16134,Tubo mofle c16 1 3/4,145.6,62.400000000000006,124.80000000000001,10.4,-20.799999999999983
03TM181,Tubo mofle c18 1,540.2,158.39999999999998,316.79999999999995,26.4,-223.4000000000001
03TM1812,Tubo mofle c18 1/2,681.7,36.96,73.92,6.16,-607.7800000000001
03TM18134,Tubo mofle c18 1 3/4,721.9,64.5,129.0,10.75,-592.9
03TM182,Tubo mofle c18 2,390.4,56.400000000000006,112.80000000000001,9.4,-277.59999999999997
03TM1834,Tubo mofle c18 3/4,753.0,55.199999999999996,110.39999999999999,9.2,-642.6
03TM21218,Tubo mofle c18 2 1/2,144.0,96.0,192.0,16.0,0.0
03k30018,k 300 Manguete C-18,1669.361,52.81379999999999,105.62759999999999,8.802299999999999,-1563.7334
03CABZITR,Caballete zitroalum 3.05 c26,78.0,30.0,60.0,5.0,-18.0
03LA10126300,Lam acan R101 c26 3.00,76.0,20.25,40.5,3.375,-35.5
03LA10126450,Lam acan R101 c26 4.50,8.0,37.5,75.0,6.25,29.5
03LA10126550,Lam acan R101 c26 5.50,78.0,42.0,84.0,7.0,0.0
03LG41026,Lam galv 4x10 c26,38.0,22.0,44.0,3.6666666666666665,0.0
03LA10126350,Lam acan R101 c26 3.50,68.0,0.0,0.0,0.0,-68.0
03LA10126400,Lam acan R101 c26 4.00,146.0,0.0,0.0,0.0,-146.0
03LA10126500,Lam acan R101 c26 5.00,53.0,0.0,0.0,0.0,-53.0
03LA10126600,Lam acan R101 c26 6.00,345.0,0.0,0.0,0.0,-345.0
03LAACAPI11,Lam Acan Pintro R101 c26  11 mts,0.0,0.0,0.0,0.0,0.0
03LACAPI10,Lam Acan Pintro R101 c26  10 mts,0.0,0.0,0.0,0.0,0.0
03LAMPINT,Lam Acan Pintro R101 c26 10 ml,0.0,0.0,0.0,0.0,0.0
03LAPCBR10855,Lam poli carb BR101 .8MM 5.5mts,0.0,36.0,72.0,6.0,36.0
03LPC72488,Lam poli carb R72 4.88,12.0,21.0,42.0,3.5,9.0
03LPCR723,Lam poli carb R72 3.05,19.0,6.0,12.0,1.0,-7.0
03LPCR724,Lam poli carb R72 4.27,47.0,36.0,72.0,6.0,0.0
03MD1834,Metal desp c-18 aber 3/4,38.3,12.0,24.0,2.0,-14.299999999999997
03TAB3101,Tablero 3x10 ancho,958.8,153.0,306.0,25.5,-652.8
03TAB38,Tablero 3x8,1956.0,410.76000000000005,821.5200000000001,68.46000000000001,-1134.48
05TUBGALV522,Tubo galv 2 C-20 6 ml,590.5,61.0,122.0,10.166666666666666,-468.5
048011,Disco desbaste cinasa 4 1/2 x 7/8,230.0,19.5,39.0,3.25,-191.0
04HDISC,Disco corte cinasa 4 1/2 x 7/8,656.0,38.0,76.0,6.333333333333333,-580.0
04HDISCLF,Disco corte Cinasa 7 x  7/8,553.0,24.0,48.0,4.0,-505.0
04CAZ1,Cazuela 1,302.0,0.0,0.0,0.0,-302.0
04CAZ2,Cazuela 2,176.0,60.0,120.0,10.0,-56.0
04CAZ3,Cazuela 3,215.0,96.0,192.0,16.0,-23.0
04CHACOM,Chapeton combinado,42.0,312.0,624.0,52.0,270.0
04FOR,Forja,708.501,29.15,58.3,4.858333333333333,-650.201
04HHFRE,Hoja fresno,25.0,150.0,300.0,25.0,125.0
04HHROS,Hoja de rosa,6.0,180.0,360.0,30.0,174.0
04PINACANJ3,piña jr 3   1/2,72.0,96.0,192.0,16.0,24.0
04CEMUVE,Cerradura p/mueble vertical,12.0,6.5,13.0,1.5,0.0
04HCDAD,Dado exag iman 3/8,54.0,8.666666666666666,17.333333333333332,2.0,-36.66666666666667
04HFMEN1012B,Mensula 10x12 bca,25.0,52.0,104.0,12.0,27.0
04HPAL,Hilo para albañil 165 Mts 12989,34.0,50.375,100.75,11.625,16.375
04HPALCN,HILO PARA ALBAÑIL C/NARANJA 14061,18.0,13.0,26.0,3.0,0.0
04HRE31658,Remache 3/16x5/8,1800.0,325.0,650.0,75.0,-1150.0
04HREM5326,Remache 5/32x1/2,1600.0,325.0,650.0,75.0,-950.0
04HTAQ14,Taquete plastico 1/4 44199,1854.0,823.6944444444445,1647.388888888889,190.08333333333334,-206.6111111111111
04HTAQ38,Taquete plastico 3/8  44201,4479.0,205.5625,411.125,47.4375,-4067.875
04HTAQ516,Taquete plastico 5/16 44200,4147.0,156.0,312.0,36.0,-3835.0
04MENS1214,Mensula 12x14 bca 44014,27.0,16.25,32.5,3.75,0.0
04NC14,Nudo cable 1/4 44084,64.0,104.0,208.0,24.0,40.0
04REM31612ALAN,Remache 3/16x1/2 ala ancha,1100.0,433.33333333333337,866.6666666666667,100.0,-233.33333333333326
0518075,Juego de cople y conectores rapidos 18075,8.0,6.5,13.0,1.5,0.0
0529030,Llave nariz PRETUL 29030,33.0,6.5,13.0,1.5,-20.0
0545046,llave para empotrar para regadera cpvc,17.0,6.5,13.0,1.5,-4.0
0545272,Calentador Solar 15 Tubos 45272,0.0,6.5,13.0,1.5,6.5
0545750,Gas cople espiga c/tuerca gir 45750,25.0,19.5,39.0,4.5,0.0
0546031,Abrazadera omega 1 1/2 46031,316.0,6.5,13.0,1.5,-303.0
0547431,Gas niple campana 1/2x3/8 47431,20.0,6.5,13.0,1.5,-7.0
0548605,Rodaja hule 2 c/placa gir 48605,22.0,78.0,156.0,18.0,56.0
0549182,Coflex fregadero 55 inox 49182,39.0,13.0,26.0,3.0,-13.0
0549365,Cespol flexible p/lavabo foset 49365,35.0,13.0,26.0,3.0,-9.0
05ABRASF28,Abrazadera sin fin # 28,90.0,48.75,97.5,11.25,0.0
05ABRASF8,Abrazadera sin fin #8 44234,627.0,74.75,149.5,17.25,-477.5
05ABRTO1,Abrazadera omega 1  46925,801.0,97.5,195.0,22.5,-606.0
05ABRTO12,Abrazadera omega 1/2 46923,322.0,65.0,130.0,15.0,-192.0
05ABRU12,Abrazadera uña 1/2,632.0,100.75,201.5,23.25,-430.5
05ADAPH34,Cpvc Adaptador hembra 3/4,258.0,26.0,52.0,6.0,-206.0
05ADAPHC12,Cpvc Adaptador hembra 1/2,236.0,11.375,22.75,2.625,-213.25
05ADAPMC12,Cpvc Adaptador macho 1/2,230.0,43.875,87.75,10.125,-142.25
05AO2,Abrazadera omega 2,221.0,131.625,263.25,30.375,0.0
05ASRED,Asiento p/sanitario 49903,39.0,6.5,13.0,1.5,-26.0
05CHU1122,Chupon hule 1 1/2x2  49627,61.0,8.666666666666666,17.333333333333332,2.0,-43.66666666666667
05COCP1,Cpvc cople 1,83.0,13.0,26.0,3.0,-57.0
05CODC1245,Cobre Codo 1/2x45,24.0,39.0,78.0,9.0,15.0
05CODC1290,Cobre Codo 1/2x90,113.0,27.3,54.6,6.300000000000001,-58.4
05CODC3490CX,Cobre Codo 3/4x90,108.0,45.5,91.0,10.5,-17.0
05CODCP9012,Cpvc codo 1/2x90,225.0,80.16666666666667,160.33333333333334,18.5,-64.66666666666666
05CODCP9034,Cpvc codo 3/4x90,398.0,13.0,26.0,3.0,-372.0
05CODCRI12,Cobre Codo rosca int 1/2,47.0,6.5,13.0,1.5,-34.0
05COFF,Coflex para fregadero 26021,33.0,35.75,71.5,8.25,2.75
05COFG3838,Gas Coflex 3/8x3/8 2m,11.0,6.5,13.0,1.5,0.0
05COFG383815,Gas Coflex 3/8x3/8 1.5m,4.0,6.5,13.0,1.5,2.5
05COFG38383,Gas Coflex 3/8x3/8 3m,16.0,6.5,13.0,1.5,-3.0
05CONEXT12,Cobre Conector ext c/f 1/2,67.0,41.166666666666664,82.33333333333333,9.5,0.0
05CONEXT34,Cobre Conector ext c/f 3/4,66.0,13.0,26.0,3.0,-40.0
05CONIN12,Cobre Conector int c/f 1/2,104.0,8.666666666666666,17.333333333333332,2.0,-86.66666666666667
05CONIN34,Cobre Conector int c/f 3/4,45.0,16.25,32.5,3.75,-12.5
05CONTD,Contracanasta de pvc c/tubo pvc 49353,12.0,39.0,78.0,9.0,27.0
05COPCOB12,Cobre Cople 1/2,99.0,9.75,19.5,2.25,-79.5
05COPCP12,Cpvc cople 1/2,502.0,39.0,78.0,9.0,-424.0
05COPCP34,Cpvc cople 3/4,445.0,17.333333333333332,34.666666666666664,4.0,-410.3333333333333
05CPR11234,Cpvc reducc bushing 3/4x1/2,464.0,13.0,26.0,3.0,-438.0
05DES55850,Destapacaños 12 55850,13.0,32.5,65.0,7.5,19.5
05ELECT3,Electronivel 3 mts,6.0,13.0,26.0,3.0,7.0
05EMPEPT,Empaque esponjoso p/tanque,26.0,6.5,13.0,1.5,-13.0
05EMPM,Empaque para manguera,7.0,9.75,19.5,2.25,2.75
05ESCC1324,Escuadra cantero 16x24 14384,3.0,6.5,13.0,1.5,3.5
05JALAAGUA,Jalador para agua,13.0,6.5,13.0,1.5,0.0
05LLAAST,Llave angular sin tuerca 49110,92.0,40.300000000000004,80.60000000000001,9.3,-11.399999999999991
05LLAN12UN,Llave nariz 1/2,94.0,70.2,140.4,16.200000000000003,0.0
