"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni"
"11","05ATPVC4","29","12","0","yes","22.02417","16","0","232953","0","00001164","ZI003499","yes","0","","0"
"12","05CESPC","46.0056","1","0","yes","15.47232","16","0","232953","0","00001164","ZI003499","yes","0","","0"
"13","05CODPVC445","7.5052","11","0","yes","6.5455","16","0","232953","0","00001164","ZI003499","yes","0","","0"
"14","05PVCC2","2.5056","2","0","yes","1.1115","16","0","232953","0","00001164","ZI003499","yes","0","","0"
"15","05PVCC290","2.5056","4","0","yes","1.843","16","0","232953","0","00001164","ZI003499","yes","0","","0"
"16","05REMVEN","14.0012","11","0","yes","9.03","16","0","232953","0","00001164","ZI003499","yes","0","","0"
"1","05APVCC245","1.9952","3","0","yes","1.54845","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"2","05APVCC4","4.9996","1","0","yes","4.56","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"3","05APVCC490","11.9944","1","0","yes","8.25553","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"4","05APVCR42","8.004","1","0","yes","6.03253","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"5","05APVCT2","3.0044","1","0","yes","1.938","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"6","05APVCT4","15.9964","1","0","yes","11.96053","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"7","05APVCTS4","7.5052","1","0","yes","5.928","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"8","05APVCY2","6.496","3","0","yes","3.971","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"9","05APVCY4","14.9892","1","0","yes","16.5395","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"10","05ATPVC2","11.9944","18","0","yes","9.7375","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"11","05ATPVC4","29","12","0","yes","22.02417","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"12","05CESPC","45.994","1","0","yes","15.47232","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"13","05CODPVC445","7.5052","1","0","yes","6.5455","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"14","05PEG500","63.9992","1","0","yes","72.223","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"15","05PVCC2","2.5056","2","0","yes","1.1115","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"16","05PVCC290","2.5056","4","0","yes","1.843","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"17","05REMVEN","14.5","1","0","yes","9.03","16","0","233025","0","00001165","ZI003381","yes","0","","0"
"1","0545046","249.004","1","0","yes","175.1277","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"2","05AACPVC12","3.0044","6","0","yes","1.0289","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"3","05AACPVC34","4.002","1","0","yes","2.3104","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"4","05ACPVC1290","2.5056","21","0","yes",".87542","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"5","05ACPVC3490","3.5032","7","0","yes","1.64255","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"6","05ACPVCT34","4.99966","8","0","yes","2.49996","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"7","05ATCPVC12","13.62215","18","0","yes","6.55401","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"8","05ATCPVC34","26.5988","18","0","yes","11.09187","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"9","05CCPVC12","1.4964","1","0","yes",".66799","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"10","05LPV500","132.9944","1","0","yes","53.37","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"11","05PEGC500","102.9968","1","0","yes","72.094","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"12","05RCVPC3412","2.5056","7","0","yes",".8673","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"13","05TAPCPVC34","3.0044","2","0","yes",".822","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"14","05TAPMGAL12","5.9972","1","0","yes","3.3215","16","0","233070","0","00001166","ZI003382","yes","0","","0"
"1","05ALT5100","267.2","20","0","yes","186.80048","16","0","233166","0","00001167","ZI004452","yes","0","","0"
"1","05ALCC4100","27.5","17","0","yes","19.2078","16","0","233170","0","00001168","ZI004452","yes","0","","0"
"2","05ALCTNC100","41.3","29","0","yes","30.131","16","0","233170","0","00001168","ZI004452","yes","0","","0"
"10","04HPPB14112","1.2","200","0","yes",".7607","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"11","04HSI2110","48","4","0","yes","33.5","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"12","0611752","828","2","0","yes","543.63","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"13","06CARR6","884","2","0","yes","529.03","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"14","06PALT","117.5","8","0","yes","83.912","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"15","06REVC","32090","1","0","yes","21700","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"4","01VAR38","110","200","0","yes","68.3693","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"5","03LA10126450","648","24","0","yes","441.15","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"6","03LG31022","510.89999","1","0","yes","265.6","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"7","03POL46","19","580","0","yes","15.52","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"8","03SOL14112","17","60","0","yes","12.25","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"9","04HDCM14","62","4","0","yes","41.93","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"1","01ARM204","164.7","20","0","yes","93","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"2","01CEMCAZ50","150","300","0","yes","107.759","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"3","01VAR112","196.5","100","0","yes","136.83544","16","0","233579","0","00001169","ZI004427","yes","0","","0"
"1","01BLO10","7.4","160","0","yes","5.1724","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"2","01CAL","56","150","0","yes","40.45","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"3","01CEMCAZ50","135","850","0","yes","107.759","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"4","01SON25","160","2","0","yes","101.04","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"5","01VAR38","105","100","0","yes","68.3693","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"6","04HDA750","42","10","0","yes","30.696","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"7","04HDCM14","62","5","0","yes","41.93","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"8","04HSEL","20.3","10","0","yes","14.03","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"9","05CORMET14","3305","1","0","yes","2276.69","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"10","05IMP19","402","5","0","yes","446.976","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"11","0611752","770","2","0","yes","543.63","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"12","0612977","107","1","0","yes","72.24","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"13","0614270","66","2","0","yes","43.055","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"14","06CLA212","27","25","0","yes","14.57","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"15","06CLA212","22","25","0","yes","14.57","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"16","06CLA4","23","25","0","yes","15.0248","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"17","06CLAC212","34","5","0","yes","22.582","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"18","06GUANOPP","58.5","7","0","yes","38.5","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"19","06JAR34","13.5","60","0","yes","6.6887","16","0","233708","0","00001170","ZI004427","yes","0","","0"
"6","03RIEL1500","28.8","162","0","yes","21.3","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"1","01VAR38","110","6","0","yes","68.3693","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"2","03ANG14112","19.2","220","0","yes","12.29","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"3","03PC15018Z","32.3","226.8","0","yes","14","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"4","03PLA41012","26.62074","123.4","0","yes","13.9","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"5","03PTR11214","23.4","189","0","yes","15.52","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"7","03VRED12","18.3","6.6","0","yes","12.48","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"8","04HSO1818","45.5","2","0","yes","29.9","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"9","05IMPDC","402","5","0","yes","249.042","16","0","233814","0","00001171","ZI004427","yes","0","","0"
"1","01CEMCAZ50","150","100","0","yes","107.759","16","0","233836","0","00001172","ZI004427","yes","0","","0"
"1","01CEMCAZ50","150","200","0","yes","107.759","16","0","233841","0","00001173","ZI004427","yes","0","","0"
"2","03MPLA","18","220","0","yes","11.65","16","0","233841","0","00001173","ZI004427","yes","0","","0"
"3","06CLA212","27","25","0","yes","14.57","16","0","233841","0","00001173","ZI004427","yes","0","","0"
"4","06CLAC212","34","20","0","yes","22.582","16","0","233841","0","00001173","ZI004427","yes","0","","0"
"8","04HSEL","20.3","10","0","yes","14.03","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"9","05CORMET14","3305","1","0","yes","2276.69","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"10","05IMP19","620","5","0","yes","446.976","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"11","0611752","770","2","0","yes","543.63","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"12","0612977","107","1","0","yes","72.24","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"13","0614270","66","2","0","yes","43.055","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"14","06CLA212","24","50","0","yes","14.57","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"15","06CLA4","23","25","0","yes","15.0248","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"16","06CLAC212","34","5","0","yes","22.582","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"17","06GUANOPP","58.5","7","0","yes","38.5","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"18","06JAR34","13.5","60","0","yes","6.6887","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"1","01BLO10","7.4","160","0","yes","5.1724","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"2","01CAL","56","150","0","yes","40.45","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"3","01CEMCAZ50","142.58823","850","0","yes","107.759","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"4","01SON25","160","2","0","yes","101.04","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"5","01VAR38","105","100","0","yes","68.3693","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"6","04HDA750","42","10","0","yes","30.696","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"7","04HDCM14","62","5","0","yes","41.93","16","0","234034","0","00001174","ZI004427","yes","0","","0"
"1","01ALREC","19","2","0","yes","15","16","0","234516","0","00001182","ZI004797","yes","0","","0"
"2","01ARM12204","128","6","0","yes","110","16","0","234516","0","00001182","ZI004797","yes","0","","0"
"3","01CEMCAZ50","140","5","0","yes","107.759","16","0","234516","0","00001182","ZI004797","yes","0","","0"
"4","06CLA212","24","2","0","yes","14.57","16","0","234516","0","00001182","ZI004797","yes","0","","0"
"1","03PTR3316","20.8","7704","0","yes","16.4","16","0","234630","0","00001183","ZI005614","yes","0","","0"
"1","01BLO15","7.17647","85","0","yes","5.43103","16","0","234817","0","00001184","ZI004635","yes","0","","0"
"2","01CEMCAZ50","138","10","0","yes","107.759","16","0","234817","0","00001184","ZI004635","yes","0","","0"
"1","01BLO15","7.17647","85","0","yes","5.43103","16","0","234827","0","00001185","ZI004637","yes","0","","0"
"2","01CEMCAZ50","138","10","0","yes","107.759","16","0","234827","0","00001185","ZI004637","yes","0","","0"
"1","01BLO15","7.2","30","0","yes","5.43103","16","0","234867","0","00001186","ZI004638","yes","0","","0"
"2","01CEMCAZ50","138","5","0","yes","107.759","16","0","234867","0","00001186","ZI004638","yes","0","","0"
"1","01ARE","360","14","0","yes","250","16","0","235085","0","00001187","ZI005614","yes","0","","0"
"1","01CEMCAZ50","138","14","0","yes","107.32799","16","0","235105","0","00001294","ZI004663","yes","0","","0"
"1","01CEMCAZ50","138","8","0","yes","107.32799","16","0","235109","0","00001295","ZI004644","yes","0","","0"
"1","01ARM204","143","35","0","yes","93","16","0","235113","0","00001296","ZI005819","yes","0","","0"
"1","01CEMCAZ50","145","300","0","yes","107.32799","16","0","235117","0","00001297","ZI005799","yes","0","","0"
"1","01BAB1030","11.5","1000","0","yes","7","16","0","235169","0","00001298","ZI004497","yes","0","","0"
"1","04HSO1818","43.2","5","0","yes","29.9","16","0","235278","0","00001299","ZI004797","yes","0","","0"
"1","05CESPLA","33","2","0","yes","21.8909","16","0","235529","0","00001300","ZI002718","yes","0","","0"
"2","05MEZCL","246","1","0","yes","169.77421","16","0","235529","0","00001300","ZI002718","yes","0","","0"
"3","06MEZCRBH","280","1","0","yes","187.93","16","0","235529","0","00001300","ZI002718","yes","0","","0"
"1","01CEMMCA50","102","87","0","yes","77.1555","16","0","235542","0","00001301","ZI003474","yes","0","","0"
"1","01CEMMCA50","102","130","0","yes","77.1555","16","0","235546","0","00001302","ZI003631","yes","0","","0"
"1","01ALREC","19.8","5","0","yes","15","16","0","235569","0","00001303","ZI004797","yes","0","","0"
"2","01BLO12","7.02","300","0","yes","5.21551","16","0","235569","0","00001303","ZI004797","yes","0","","0"
"1","03LA10126600","981.3306","36","0","yes","740.16327","16","0","235765","0","00001304","ZI004369","yes","0","","0"
"2","03POL46","22.5","484.8","0","yes","15.52","16","0","235765","0","00001304","ZI004369","yes","0","","0"
"3","03PTR214","22.5","491.4","0","yes","15.52","16","0","235765","0","00001304","ZI004369","yes","0","","0"
"4","04HSO1318","42","10","0","yes","29.88","16","0","235765","0","00001304","ZI004369","yes","0","","0"
"1","01BLO12","7.69948","1000","0","yes","5.34482","16","0","235843","0","00001599","ZI004863","yes","0","","0"
"1","01MS135305","380","49","0","yes","229","16","0","235905","0","00001188","ZI005664","yes","0","","0"
"1","01CEMCAZ50","136","300","0","yes","107.759","16","0","235909","0","00001189","ZI005613","yes","0","","0"
"1","01MALSOL6","46","100","0","yes","27.33598","16","0","236042","0","00001190","ZI005662","yes","0","","0"
"5","01EC25","80","18","0","yes","59.29773","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"6","01PM90X1.60","2100","1","0","yes","1700","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"7","01VAR38","110","160","0","yes","68.3693","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"8","03LA10126400","660","20","0","yes","493.55405","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"1","01ARM204","160","23","0","yes","93","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"2","01BAB1030","11.6","1050","0","yes","7","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"3","01BLO15","10","3350","0","yes","5.431","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"4","01CEMCAZ50","150","330","0","yes","107.759","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"9","03LA10126500","825","30","0","yes","616.94256","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"10","03LA10126600","990","20","0","yes","740.20732","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"11","03POL46","24","680","0","yes","15.52","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"12","06ALAPJ34","820","5","0","yes","509.31384","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"13","06MACI10175","97","60","0","yes","61.95","16","0","236140","0","00001191","ZI005513","yes","0","","0"
"1","01ARM204","160","63","0","yes","93","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"2","01BAB1030","11.6","750","0","yes","7","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"3","01BLO15","10","1200","0","yes","5.431","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"4","01CEMCAZ50","150","453","0","yes","107.759","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"5","01VAR38","110","148","0","yes","68.3693","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"6","03LA10126400","660","11","0","yes","493.55405","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"7","03LA10126500","825","21","0","yes","616.94256","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"8","03LA10126600","990","53","0","yes","740.20732","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"9","03POL46","24","580","0","yes","15.52","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"10","06ALAPJ34","820","2","0","yes","509.31384","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"11","06MACI10150","81.5","60","0","yes","47.9435","16","0","236203","0","00001192","ZI005513","yes","0","","0"
"1","01CEMCAZ50","150","1","0","yes","107.759","16","0","236270","0","00001193","ZI005513","yes","0","","0"
"1","01CEMCAZ50","140","1","0","yes","107.759","16","0","236322","0","00001194","ZI004797","yes","0","","0"
"1","01CEMCAZ50","147","180","0","yes","107.759","16","0","236434","0","00001195","ZI004427","yes","0","","0"
"1","06PP6112",".3944","42","0","yes",".1764","16","0","236449","0","00001196","ZI004610","yes","0","","0"
"2","08PP10212","1.1948","204","0","yes",".975","16","0","236449","0","00001196","ZI004610","yes","0","","0"
"1","04HTAQ14",".4988","84","0","yes",".1384","16","0","236548","0","00001197","ZI004609","yes","0","","0"
"2","04HTAQ38",".49988","6","0","yes",".2768","16","0","236548","0","00001197","ZI004609","yes","0","","0"
"3","04HTAQ516",".4988","120","0","yes",".18453","16","0","236548","0","00001197","ZI004609","yes","0","","0"
"1","06PES300A","41.992","26","0","yes","26.8","16","0","236556","0","00001198","ZI004607","yes","0","","0"
"1","01BLO20","8.5","1000","0","yes","6.2931","16","0","236565","0","00001199","ZI004498","yes","0","","0"
"1","0549165-6","589.9992","3","0","yes","434.17054","16","0","236569","0","00001200","ZI004603","yes","0","","0"
"2","05LAVB","280.0008","3","0","yes","182.68","16","0","236569","0","00001200","ZI004603","yes","0","","0"
"3","05MEZCL","232","3","0","yes","169.77421","16","0","236569","0","00001200","ZI004603","yes","0","","0"
"4","05REGADD","80.0052","3","0","yes","68.04","16","0","236569","0","00001200","ZI004603","yes","0","","0"
"5","05TANB","479.9964","3","0","yes","331.16","16","0","236569","0","00001200","ZI004603","yes","0","","0"
"6","05TAZB","390.0036","3","0","yes","331.16","16","0","236569","0","00001200","ZI004603","yes","0","","0"
"7","06MEZCRBH","239.9924","3","0","yes","187.93","16","0","236569","0","00001200","ZI004603","yes","0","","0"
"1","04MENS1214","12.7948","6","0","yes","10.2158","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"2","05ANCLAV","8.004","6","0","yes","1.34","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"3","05CESPFF","29","3","0","yes","21.8909","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"4","05CESPLA","29.9976","3","0","yes","21.8909","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"5","05CHU1122","4.9996","3","0","yes","3.65","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"6","05CHUH1142","4.9996","3","0","yes","3.6484","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"7","05CUECER","9.5004","3","0","yes","3.64","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"8","06CONTD","37.004","3","0","yes","24.8096","16","0","236631","0","00001201","ZI004605","yes","0","","0"
"1","0649330","10.9968","6","0","yes","3.34","16","0","236649","0","00001202","ZI004605","yes","0","","0"
"1","01CANABAR","120","6","0","yes","65","16","0","236653","0","00001203","ZI004608","yes","0","","0"
"1","01BLO12","7","300","0","yes","5.0431","16","0","236666","0","00001204","ZI004797","yes","0","","0"
"2","01CAL","57","5","0","yes","40.45","16","0","236666","0","00001204","ZI004797","yes","0","","0"
"3","01CEMCAZ50","140","5","0","yes","107.759","16","0","236666","0","00001204","ZI004797","yes","0","","0"
"1","01CEMCAZ50","148","4","0","yes","107.759","16","0","236674","0","00001205","ZI004601","yes","0","","0"
"1","01CEMMCA50","114.50008","5","0","yes","77.1555","16","0","236678","0","00001206","ZI004602","yes","0","","0"
"1","05COFF","15.9964","6","0","yes","10.32","16","0","236689","0","00001207","ZI004604","yes","0","","0"
"2","05COFLAV1212","24.998","6","0","yes","11.71779","16","0","236689","0","00001207","ZI004604","yes","0","","0"
"3","05COFSA1278","15.9964","3","0","yes","11.47","16","0","236689","0","00001207","ZI004604","yes","0","","0"
"4","05LLAAST","28.0024","15","0","yes","19.702","16","0","236689","0","00001207","ZI004604","yes","0","","0"
"5","06CINT12","4.9996","3","0","yes","2.19","16","0","236689","0","00001207","ZI004604","yes","0","","0"
"1","067593","12.5048","21","0","yes","6.02","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"2","06CINAIS6018","19.0008","3","0","yes","8.4","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"3","08CAB12","7.2964","360","0","yes","5.645","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"4","08CAB14","5.9972","180","0","yes","4.01","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"5","08CONSEN","7.5052","18","0","yes","6.79","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"6","08FOCE13","32.0044","21","0","yes","18.7776","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"7","08PASQ15","120.002","6","0","yes","40.98","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"8","08ROS4","12.5048","21","0","yes","7.66","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"9","08TAPV1","5.4984","12","0","yes","6.6","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"10","08TAPV2","7.5052","9","0","yes","6.03","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"11","08TAPV3","12.5048","3","0","yes","6.03","16","0","236769","0","00001208","ZI004606","yes","0","","0"
"1","03PTR211","21.1","420","0","yes","16.4","16","0","236794","0","00001209","ZI004797","yes","0","","0"
"2","03PTR447","21.1","1716.4","0","yes","16.4","16","0","236794","0","00001209","ZI004797","yes","0","","0"
"1","01VAR38","97","150","0","yes","68.3693","16","0","236832","0","00001210","ZI005545","yes","0","","0"
"1","01BAB1030","11","600","0","yes","7","16","0","236845","0","00001211","ZI005593","yes","0","","0"
"1","05ALT5100","264.2","10","0","yes","186.80048","16","0","236955","0","00001212","ZI004452","yes","0","","0"
"1","01GTRB","290","14","0","yes","215.51724","16","0","237010","0","00001213","ZI005614","yes","0","","0"
"5","01PM90X1.80","2100","2","0","yes","1465.5172","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"1","01ARM204","160","38","0","yes","93","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"2","01BLO15","10","1500","0","yes","5.43103","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"3","01CEMCAZ50","150","148","0","yes","107.75899","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"4","01PM1X1.80","2100","1","0","yes","1465.5172","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"6","01PM90X1.90","2100","2","0","yes","1465.5172","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"7","01VAR38","110","75","0","yes","68.3693","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"8","03LA10126400","660","16","0","yes","493.55405","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"9","03LA10126500","825","10","0","yes","616.94256","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"10","03LA10126600","990","5","0","yes","740.20732","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"11","03POL46","24","180","0","yes","15.52","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"12","06ALAPJ34","820","16","0","yes","509.31384","16","0","237015","0","00001214","ZI005513","yes","0","","0"
"1","01ALREC","19.8","10","0","yes","15","16","0","237060","0","00001215","ZI004797","yes","0","","0"
"2","06CLA212","24.3","2","0","yes","14.57","16","0","237060","0","00001215","ZI004797","yes","0","","0"
"3","06CLAC212","30.6","1","0","yes","22.582","16","0","237060","0","00001215","ZI004797","yes","0","","0"
"1","01BLO12","7","300","0","yes","5.0431","16","0","237347","0","00001216","ZI004797","yes","0","","0"
"2","01CAL","57","5","0","yes","40.45","16","0","237347","0","00001216","ZI004797","yes","0","","0"
"3","01CEMCAZ50","140","5","0","yes","107.75899","16","0","237347","0","00001216","ZI004797","yes","0","","0"
"4","0611582","216","1","0","yes","156.89","16","0","237347","0","00001216","ZI004797","yes","0","","0"
"5","06CINT12","5","1","0","yes","2.19","16","0","237347","0","00001216","ZI004797","yes","0","","0"
"1","03PTR211","21.1","1400","0","yes","16.4","16","0","237415","0","00001217","ZI004797","yes","0","","0"
"2","03PTR447","21.1","2574.6","0","yes","16.4","16","0","237415","0","00001217","ZI004797","yes","0","","0"
"3","04HDDC7","45","7","0","yes","32.89","16","0","237415","0","00001217","ZI004797","yes","0","","0"
"1","01VAR112","196.5","2","0","yes","136.83544","16","0","237423","0","00001218","ZI005025","yes","0","","0"
"1","04HTAQ14",".5","28","0","yes",".1384","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"2","04HTAQ38",".5","2","0","yes",".2768","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"3","04HTAQ516",".5","40","0","yes",".18453","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"4","0549165-6","630","1","0","yes","434.17054","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"5","05ANCLAV","8","2","0","yes","1.34","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"6","05CESPFF","32","2","0","yes","21.8909","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"7","05CHUH1142","5.5","1","0","yes","3.6484","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"8","05COFF","25","2","0","yes","10.32","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"9","05COFLAV1212","16","2","0","yes","11.71779","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"10","05COFSA1278","16","1","0","yes","11.47","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"11","05CUECER","9.5","1","0","yes","3.64","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"12","05LAVB","280","1","0","yes","182.68","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"13","05LLAAST","28","5","0","yes","19.702","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"14","05MEZCL","246","1","0","yes","169.77421","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"15","05REGADD","98.7","1","0","yes","68.04","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"16","05TANB","480","1","0","yes","331.16","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"17","05TAZB","480","1","0","yes","331.16","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"18","06CINT12","5","1","0","yes","2.19","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"19","06MEZCRBH","280","1","0","yes","187.93","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"20","06PES300A","41.99","9","0","yes","26.8","16","0","237427","0","00001219","ZI004327","yes","0","","0"
"1","04MENS1214","14.9","2","0","yes","10.2158","16","0","237521","0","00001220","ZI004327","yes","0","","0"
"2","05CHU1122","5.5","1","0","yes","3.65","16","0","237521","0","00001220","ZI004327","yes","0","","0"
"3","0649330","11","2","0","yes","3.34","16","0","237521","0","00001220","ZI004327","yes","0","","0"
"4","06CONTD","37","1","0","yes","24.8096","16","0","237521","0","00001220","ZI004327","yes","0","","0"
