"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncar","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","objimp","version"
"MEJR87","10/03/22","313.6","yes","270.34","0","0","0","16","0","0","2693261","ZINC0457","ZI058510","","0","no","238","0","43451","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","10/03/22","90","yes","77.59","0","0","0","16","0","0","2694279","ZINC0458","ZI057555","","0","no","07","0","51596","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","10/03/22","30","yes","25.86","0","0","0","16","0","0","2694338","ZINC0459","ZI057688","","0","no","07","0","51921","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","10/03/22","25","yes","21.55","0","0","0","16","0","0","2694341","ZINC0460","ZI058443","","0","no","07","0","51981","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","10/03/22","92.4","yes","79.66","0","0","0","16","0","0","2695747","ZINC0461","ZI059242","","0","no","48","0","67829","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","11/03/22","20","yes","17.24","0","0","0","16","0","0","2696722","ZINC0462","ZI056500","","0","no","118","0","41363","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","11/03/22","48","yes","41.38","0","0","0","16","0","0","2696895","ZINC0463","ZI059309","","0","no","07","0","42869","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","12/03/22","331.2","yes","285.52","0","0","0","16","0","0","2699682","ZINC0464","ZI059406","","0","no","07","0","39801","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","12/03/22","32","yes","27.59","0","0","0","16","0","0","2699685","ZINC0465","ZI059410","","0","no","07","0","39830","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MOMA74","12/03/22","301","yes","259.48","0","0","0","16","0","0","2699688","ZINC0466","ZI059422","","0","no","238","0","39857","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","14/03/22","1387.2","yes","1195.86","0","0","0","16","0","0","2703137","ZINC0467","ZI057607","","0","no","118","0","52359","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","15/03/22","570","yes","491.38","0","0","0","16","0","0","2707655","ZINC0468","ZI059444","","0","no","126","0","55796","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","15/03/22","343.2","no","295.86","0","0","0","16","0","0","2707919","ZINC0469","ZI059535","","0","no","238","0","62279","","00001000000505967194","2015","1","153","","no","99-Por definir","03","","yes","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","17/03/22","950","yes","818.97","0","0","0","16","0","0","2714913","ZINC0470","ZI059517","","0","no","126","0","39736","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS379","17/03/22","640","yes","551.72","0","0","0","16","0","0","2715113","ZINC0471","ZI059619","","0","no","109","0","42499","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","17/03/22","17.08","yes","14.72","0","0","0","16","0","0","2715116","ZINC0472","ZI059666","","0","no","118","0","42532","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","17/03/22","11.37","yes","9.8","0","0","0","16","0","0","2715216","ZINC0473","ZI059670","","0","no","07","0","43384","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI00184","18/03/22","20","yes","17.24","0","0","0","16","0","0","2719362","ZINC0474","ZI059783","","0","no","07","0","52997","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","21/03/22","400","yes","344.83","0","0","0","16","0","0","2723595","ZINC0475","ZI059854","","0","no","126","0","39118","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","22/03/22","30","yes","25.86","0","0","0","16","0","0","2725858","ZINC0476","ZI058992","","0","no","07","0","45920","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","22/03/22","120","yes","103.45","0","0","0","16","0","0","2725861","ZINC0477","ZI059305","","0","no","238","0","45971","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","23/03/22","116.69","yes","100.59","0","0","0","16","0","0","2728428","ZINC0478","ZI060120","","0","no","277","0","39569","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","25/03/22","40","yes","34.48","0","0","0","16","0","0","2736521","ZINC0479","ZI059759","","0","no","07","0","47712","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","29/03/22","3000","yes","2586.21","0","0","0","16","0","0","2745031","ZINC0480","ZI060515","","0","no","277","0","39316","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","05/04/22","617.93","yes","532.7","0","0","0","16","0","0","2761833","ZINC0481","ZI058325","","0","no","118","0","38631","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","11/04/22","20","yes","17.24","0","0","0","16","0","0","2779598","ZINC0482","ZI060580","","0","no","238","0","66779","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","11/04/22","30","yes","25.86","0","0","0","16","0","0","2779601","ZINC0483","ZI060880","","0","no","118","0","67020","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GOOD89","11/04/22","800","yes","689.66","0","0","0","16","0","0","2780034","ZINC0484","ZI060962","","0","no","152","0","78657","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","11/04/22","80.64","yes","69.52","0","0","0","16","0","0","2780037","ZINC0485","ZI059624","","0","no","238","0","78966","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","28/04/22","40","yes","34.48","0","0","0","16","0","0","2813027","ZINC0486","ZI061328","","0","no","118","0","38593","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","28/04/22","20","yes","17.24","0","0","0","16","0","0","2813030","ZINC0487","ZI061312","","0","no","118","0","38620","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","30/04/22","682.3","yes","588.19","0","0","0","16","0","0","2819489","ZINC0488","ZI059047","","0","no","143","0","47868","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/05/22","77.5","yes","66.81","0","0","0","16","0","0","2836120","ZINC0489","ZI062513","","0","no","07","0","49900","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","07/05/22","585.05","yes","504.35","0","0","0","16","0","0","2836256","ZINC0490","ZI059920","","0","no","118","0","51911","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"UMA96","14/05/22","668.58","yes","576.36","0","0","0","16","0","0","2850506","ZINC0491","ZI060363","","0","no","118","0","50988","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"JPG88","24/05/22","70.8","yes","61.03","0","0","0","16","0","0","2872627","ZINC0492","ZI063506","","0","no","07","0","53775","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","27/05/22","30.6","yes","26.38","0","0","0","16","0","0","2881395","ZINC0493","ZI063580","","0","no","126","0","46402","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"BEV65","30/05/22","18.5","yes","15.95","0","0","0","16","0","0","2884749","ZINC0494","ZI059325","","0","no","13","0","39849","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/05/22","62","yes","53.45","0","0","0","16","0","0","2887784","ZINC0495","ZI063639","","0","no","48","0","65927","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS409","02/06/22","250","yes","215.52","0","0","0","16","0","0","2895461","ZINC0496","ZI063959","","0","no","109","0","37741","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0485","02/06/22","1000","yes","862.07","0","0","0","16","0","0","2895464","ZINC0497","ZI063858","","0","no","118","0","37800","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/06/22","294","yes","253.45","0","0","0","16","0","0","2896108","ZINC0498","ZI063863","","0","no","07","0","46612","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","02/06/22","72.2","yes","62.24","0","0","0","16","0","0","2896117","ZINC0499","ZI063985","","0","no","07","0","46649","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OESM970","02/06/22","2922.5","yes","2519.4","0","0","0","16","0","0","2898156","ZINC0500","ZI063626","","0","no","13","0","63552","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MALA93","03/06/22","300","yes","258.62","0","0","0","16","0","0","2901082","ZINC0501","ZI064036","","0","no","13","0","64166","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/06/22","46.36","yes","39.97","0","0","0","16","0","0","2905007","ZINC0502","ZI064199","","0","no","238","0","42194","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GUMM8","09/06/22","200","yes","172.41","0","0","0","16","0","0","2914692","ZINC0503","ZI064380","","0","no","126","0","42993","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS379","09/06/22","400","yes","344.83","0","0","0","16","0","0","2914978","ZINC0504","ZI064386","","0","no","109","0","44658","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","11/06/22","15.98","yes","13.78","0","0","0","16","0","0","2921286","ZINC0505","ZI064470","","0","no","48","0","49474","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","15/06/22","112.75","yes","97.2","0","0","0","16","0","0","2931865","ZINC0506","ZI064825","","0","no","277","0","51324","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","15/06/22","800","yes","689.66","0","0","0","16","0","0","2931952","ZINC0507","ZI064716","","0","no","07","0","51542","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","16/06/22","38","yes","32.76","0","0","0","16","0","0","2934029","ZINC0508","ZI064790","","0","no","07","0","39705","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EUED72","16/06/22","366.13","yes","315.63","0","0","0","16","0","0","2934194","ZINC0509","ZI062741","","0","no","126","0","42500","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","20/06/22","121.52","yes","104.76","0","0","0","16","0","0","2941953","ZINC0510","ZI064966","","0","no","48","0","41505","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","22/06/22","87.04","yes","75.03","0","0","0","16","0","0","2950026","ZINC0511","ZI065113","","0","no","248","0","45403","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSSAC72","24/06/22","2000","yes","1724.14","0","0","0","16","0","0","2955242","ZINC0512","ZI064943","","0","no","118","0","37573","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","24/06/22","160.2","yes","138.1","0","0","0","16","0","0","2957646","ZINC0513","ZI065234","","0","no","07","0","67455","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS01101","28/06/22","200","yes","172.41","0","0","0","16","0","0","2964341","ZINC0514","ZI065541","","0","no","07","0","45106","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","28/06/22","18.4","yes","15.86","0","0","0","16","0","0","2964364","ZINC0515","ZI065235","","0","no","238","0","45697","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EALS741","28/06/22","139.2","yes","120","0","0","0","16","0","0","2965174","ZINC0516","ZI065404","","0","no","07","0","57208","","00001000000505967194","2015","1","153","","no","02-Cheque nominativo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/06/22","9.3","yes","8.02","0","0","0","16","0","0","2971374","ZINC0517","ZI065607","","0","no","238","0","56196","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","30/06/22","105.6","yes","91.03","0","0","0","16","0","0","2971395","ZINC0518","ZI065595","","0","no","238","0","56727","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/07/22","446.4","yes","384.83","0","0","0","16","0","0","2985921","ZINC0519","ZI065901","","0","no","07","0","42337","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/07/22","24.8","yes","21.38","0","0","0","16","0","0","2988295","ZINC0520","ZI065989","","0","no","118","0","67378","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","06/07/22","27.52","yes","23.72","0","0","0","16","0","0","2988299","ZINC0521","ZI066003","","0","no","48","0","67936","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/07/22","446.4","yes","384.83","0","0","0","16","0","0","2989296","ZINC0522","ZI065985","","0","no","07","0","38482","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","07/07/22","443.08","yes","381.97","0","0","0","16","0","0","2989299","ZINC0523","ZI065991","","0","no","126","0","38512","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"NESH60","07/07/22","150","yes","129.31","0","0","0","16","0","0","2990084","ZINC0524","ZI065616","","0","no","118","0","44514","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0607","08/07/22","2000","yes","1724.14","0","0","0","16","0","0","2992485","ZINC0525","ZI065990","","0","no","13","0","41524","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEJR87","08/07/22","16","yes","13.79","0","0","0","16","0","0","2992911","ZINC0526","ZI065537","","0","no","143","0","45549","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","09/07/22","90","yes","77.59","0","0","0","16","0","0","2996136","ZINC0527","ZI066297","","0","no","72","0","53170","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","09/07/22","13.96","yes","12.03","0","0","0","16","0","0","2996139","ZINC0528","ZI066296","","0","no","72","0","53202","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","09/07/22","43.52","yes","37.52","0","0","0","16","0","0","2996142","ZINC0529","ZI066305","","0","no","72","0","53222","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI00148","09/07/22","31.2","yes","26.9","0","0","0","16","0","0","2996145","ZINC0530","ZI066150","","0","no","48","0","53300","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0096","09/07/22","500","yes","431.03","0","0","0","16","0","0","2996148","ZINC0531","ZI066122","","0","no","152","0","53342","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","11/07/22","42.73","yes","36.84","0","0","0","16","0","0","2998952","ZINC0532","ZI066315","","0","no","238","0","56369","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0609","11/07/22","1500","yes","1293.1","0","0","0","16","0","0","2998998","ZINC0533","ZI066307","","0","no","238","0","56697","","00001000000505967194","2015","1","153","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VACR83","13/07/22","30","yes","25.86","0","0","0","16","0","0","3004851","ZINC0534","ZI066466","","0","no","152","0","42838","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VACR83","13/07/22","135","yes","116.38","0","0","0","16","0","0","3004854","ZINC0535","ZI066462","","0","no","152","0","42915","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VACR83","13/07/22","135","yes","116.38","0","0","0","16","0","0","3004898","ZINC0536","ZI066463","","0","no","152","0","43095","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","14/07/22","21.84","yes","18.83","0","0","0","16","0","0","3008980","ZINC0537","ZI066449","","0","no","07","0","46524","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VAFI75","14/07/22","25.34","yes","21.84","0","0","0","16","0","0","3008983","ZINC0538","ZI066497","","0","no","238","0","46545","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","14/07/22","45.23","yes","38.99","0","0","0","16","0","0","3008994","ZINC0539","ZI066518","","0","no","97","0","46574","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","14/07/22","158.4","yes","136.55","0","0","0","16","0","0","3009033","ZINC0540","ZI066437","","0","no","07","0","46733","","00001000000505967194","2015","1","153","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MOCC87","14/07/22","104.5","yes","90.09","0","0","0","16","0","0","3009039","ZINC0541","ZI066428","","0","no","07","0","46764","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","18/07/22","208","yes","179.31","0","0","0","16","0","0","3017773","ZINC0542","ZI066763","","0","no","97","0","38271","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0096","18/07/22","500","yes","431.03","0","0","0","16","0","0","3017776","ZINC0543","ZI066487","","0","no","152","0","38301","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","18/07/22","133.12","yes","114.76","0","0","0","16","0","0","3017779","ZINC0544","ZI066736","","0","no","238","0","38323","","00001000000505967194","2015","1","43","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","18/07/22","111.6","yes","96.21","0","0","0","16","0","0","3017782","ZINC0545","ZI066639","","0","no","07","0","38350","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","18/07/22","217.69","yes","187.66","0","0","0","16","0","0","3017797","ZINC0546","ZI066561","","0","no","07","0","38442","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"GOGM97","18/07/22","116","yes","100","0","0","0","16","0","0","3017800","ZINC0547","ZI066681","","0","no","07","0","38473","","00001000000505967194","2015","1","43","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","18/07/22","24.57","yes","21.18","0","0","0","16","0","0","3017807","ZINC0548","ZI066810","","0","no","306","0","38496","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","18/07/22","421","yes","362.93","0","0","0","16","0","0","3018083","ZINC0549","ZI066881","","0","no","298","0","42888","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","18/07/22","484","yes","417.24","0","0","0","16","0","0","3018086","ZINC0550","ZI066881","","0","no","298","0","42944","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OEVG70","18/07/22","140","yes","120.69","0","0","0","16","0","0","3019186","ZINC0551","ZI066875","","0","no","13","0","54835","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"ROPA70","20/07/22","2000","yes","1724.14","0","0","0","16","0","0","3024193","ZINC0552","ZI066905","","0","no","13","0","37182","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"ROPA70","20/07/22","1000","yes","862.07","0","0","0","16","0","0","3024198","ZINC0553","ZI066867","","0","no","13","0","37206","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","21/07/22","140","yes","120.69","0","0","0","16","0","0","3028487","ZINC0554","ZI066656","","0","no","13","0","36598","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"OEVG70","21/07/22","280","yes","241.38","0","0","0","16","0","0","3028943","ZINC0555","ZI066844","","0","no","13","0","44160","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","22/07/22","20","yes","17.24","0","0","0","16","0","0","3031945","ZINC0556","ZI066987","","0","no","109","0","40569","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","22/07/22","75.2","yes","64.83","0","0","0","16","0","0","3031600","ZINC0557","ZI067014","","0","no","07","0","40593","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI0610","22/07/22","2000","yes","1724.14","0","0","0","16","0","0","3032393","ZINC0558","ZI067118","","0","no","07","0","48036","","00001000000505967194","2015","1","43","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"EAMF78","22/07/22","22.4","yes","19.31","0","0","0","16","0","0","3033268","ZINC0559","ZI067190","","0","no","118","0","56665","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","22/07/22","11.18","yes","9.64","0","0","0","16","0","0","3033271","ZINC0560","ZI067121","","0","no","07","0","56684","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRS2043","23/07/22","56.32","yes","48.55","0","0","0","16","0","0","3034543","ZINC0561","ZI066892","","0","no","306","0","30728","","00001000000505967194","2015","1","153","","no","28-Tarjeta de débito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"VILJ75","23/07/22","76","yes","65.52","0","0","0","16","0","0","3034034","ZINC0562","ZI067194","","0","no","118","0","30845","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","23/07/22","69.12","yes","59.59","0","0","0","16","0","0","3034037","ZINC0563","ZI066927","","0","no","07","0","30881","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MRSZI046","23/07/22",".44","yes",".38","0","0","0","16","0","0","3034697","ZINC0564","ZI067080","","0","no","07","0","33950","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"MEVE57","23/07/22","66.54","yes","57.36","0","0","0","16","0","0","3036040","ZINC0565","ZI066931","","0","no","238","0","49961","","00001000000505967194","2015","1","153","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
"PAMJ811","23/07/22","263.08","yes","226.79","0","0","0","16","0","0","3036549","ZINC0566","ZI067292","","0","no","07","0","53864","","00001000000505967194","2015","1","153","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","",""
