"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","ocurre","numuser","observa","frem","pagada","nusercan","paga","enviado"
"RDM13EX","15/11/16","3497.4","yes","3015","0","0","0","16","0","0","177353","00000431","ZI003565","F","0","no","","0","44527","","","0","10","no","0","","no","no","0","",""
"RDM13EX","15/11/16","3497.4","yes","3015","0","0","0","16","0","0","177357","00000432","ZI003565","F","0","no","","0","44665","","","0","10","no","0","","no","no","0","",""
"RDM13EX","15/11/16","3497.4","yes","3015","0","0","0","16","0","0","177368","00000433","ZI003564","F","0","no","","0","45679","","","0","10","no","0","","no","no","0","",""
"RDM13EX","15/11/16","3497.4","yes","3015","0","0","0","16","0","0","177372","00000434","ZI003564","F","0","no","","0","45974","","","0","10","no","0","","no","no","0","",""
"RDM13EX","15/11/16","3497.4","yes","3015","0","0","0","16","0","0","177447","00000435","ZI003564","F","0","no","","0","46196","","","0","10","no","0","","no","no","0","",""
"RDM13EX","15/11/16","3497.4","yes","3015","0","0","0","16","0","0","177453","00000436","ZI003564","F","0","no","","0","46301","","","0","10","no","0","","no","no","0","",""
"RDM13EX","16/11/16","3497.4","yes","3015","0","0","0","16","0","0","178067","00000437","ZI003564","F","0","no","","0","36565","","","0","10","no","0","","no","no","0","",""
"RDM13EX","16/11/16","3497.4","yes","3015","0","0","0","16","0","0","178095","00000438","ZI003564","F","0","no","","0","44728","","","0","10","no","0","","no","no","0","",""
"RDM13EX","16/11/16","3497.4","yes","3015","0","0","0","16","0","0","178099","00000439","ZI003564","F","0","no","","0","44826","","","0","10","no","0","","no","no","0","",""
"RDM13EX","16/11/16","3497.4","yes","3015","0","0","0","16","0","0","178113","00000440","ZI003564","F","0","no","","0","44953","","","0","10","no","0","","no","no","0","",""
"RDM13EX","16/11/16","3497.4","yes","3015","0","0","0","16","0","0","178146","00000441","ZI003564","F","0","no","","0","45760","","","0","10","no","0","","no","no","0","",""
"LESA7302","17/11/16","130560","yes","112551.72","0","0","0","16","0","0","178600","00000442","ZI003638","F","0","no","","0","40127","","","0","10","no","0","","no","no","0","",""
"RDM13","17/11/16","7624.16","yes","6572.55","0","0","0","16","0","0","178626","00000443","ZI003366","F","0","no","","0","42101","","","0","10","no","0","","no","no","0","",""
"RDM13","17/11/16","7750.05","yes","6681.08","0","0","0","16","0","0","178670","00000444","ZI003374","F","0","no","","0","43435","","","0","10","no","0","","no","no","0","",""
"RDM13","18/11/16","1750.02","yes","1508.64","0","0","0","16","0","0","179393","00000445","ZI002990","F","0","no","","0","40135","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","3497.4","yes","3015","0","0","0","16","0","0","179605","00000446","ZI003564","F","0","no","","0","60868","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","3497.4","yes","3015","0","0","0","16","0","0","179609","00000447","ZI003566","F","0","no","","0","61433","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","3497.4","yes","3015","0","0","0","16","0","0","179683","00000448","ZI003566","F","0","no","","0","61544","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","3497.4","yes","3015","0","0","0","16","0","0","179687","00000449","ZI003566","F","0","no","","0","61694","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","3497.4","yes","3015","0","0","0","16","0","0","179691","00000450","ZI003566","F","0","no","","0","61776","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","7359.11","yes","6344.06","0","0","0","16","0","0","179699","00000451","ZI003499","F","0","no","","0","62670","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","90432.96","no","77959.44","0","0","0","16","0","0","179733","00000452","ZI003592","F","0","no","","0","63465","","","0","10","no","0","","no","no","0","",""
"RDM13EX","18/11/16","13815.05","yes","11909.52","0","0","0","16","0","0","179777","00000453","ZI003500","F","0","no","","0","63737","","","0","10","no","0","","no","no","0","",""
"RDM13","19/11/16","92337.68","yes","79601.45","0","0","0","16","0","0","179947","00000454","ZI003376","F","0","no","","0","41773","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","3887.95","yes","3351.68","0","0","0","16","0","0","180613","00000455","ZI002625","F","0","no","","0","41246","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","29770.24","yes","25664","0","0","0","16","0","0","180646","00000456","ZI002623","F","0","no","","0","45098","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","42794.72","yes","36892","0","0","0","16","0","0","180672","00000457","ZI003144","F","0","no","","0","45150","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","5588.93","yes","4818.04","0","0","0","16","0","0","180700","00000458","ZI003146","F","0","no","","0","46445","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","399.99","yes","344.82","0","0","0","16","0","0","180727","00000459","ZI003155","F","0","no","","0","48342","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","3712","yes","3200","0","0","0","16","0","0","180742","00000461","ZI003148","F","0","no","","0","48896","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","5836.89","yes","5031.8","0","0","0","16","0","0","180733","00000462","ZI003150","F","0","no","","0","50408","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","558.66","yes","481.6","0","0","0","16","0","0","180803","00000463","ZI003151","F","0","no","","0","50897","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","8398.4","yes","7240","0","0","0","16","0","0","180811","00000464","ZI003153","F","0","no","","0","51390","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","803.07","yes","692.3","0","0","0","16","0","0","180815","00000465","ZI003154","F","0","no","","0","51657","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","1388.29","yes","1196.8","0","0","0","16","0","0","180830","00000466","ZI003188","F","0","no","","0","52852","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","1999.61","yes","1723.8","0","0","0","16","0","0","180836","00000467","ZI003187","F","0","no","","0","52952","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","33278.08","yes","28688","0","0","0","16","0","0","180852","00000468","ZI003249","F","0","no","","0","54711","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","10270","yes","8853.45","0","0","0","16","0","0","180857","00000473","ZI003190","F","0","no","","0","56437","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","10270","yes","8853.45","0","0","0","16","0","0","180898","00000474","ZI003190","F","0","no","","0","57313","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","71890","yes","61974.14","0","0","0","16","0","0","180902","00000475","ZI003361","F","0","no","","0","57504","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","10270","yes","8853.45","0","0","0","16","0","0","180906","00000476","ZI003190","F","0","no","","0","57593","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","30810","yes","26560.34","0","0","0","16","0","0","180910","00000477","ZI003190","F","0","no","","0","57768","","","0","10","no","0","","no","no","0","",""
"RDM13","22/11/16","10079.96","yes","8689.62","0","0","0","16","0","0","180914","00000478","ZI003254","F","0","no","","0","58986","","","0","10","no","0","","no","no","0","",""
"RDM13EX","23/11/16","90432.96","yes","77959.44","0","0","0","16","0","0","181075","00000479","ZI003592","F","0","no","","0","35377","","","0","10","no","0","","no","no","0","",""
"RDM13EX","23/11/16","51350","yes","44267.24","0","0","0","16","0","0","181103","00000481","ZI003299","F","0","no","","0","39341","","","0","10","no","0","","no","no","0","",""
"RDM13EX","23/11/16","92430","yes","79681.03","0","0","0","16","0","0","181107","00000482","ZI003390","F","0","no","","0","39831","","","0","10","no","0","","no","no","0","",""
"RDM13EX","23/11/16","82160","yes","70827.59","0","0","0","16","0","0","181111","00000483","ZI003397","F","0","no","","0","40272","","","0","10","no","0","","no","no","0","",""
"RDM13EX","23/11/16","17487","yes","15075","0","0","0","16","0","0","181138","00000484","ZI003566","F","0","no","","0","47744","","","0","10","no","0","","no","no","0","",""
"RDM13EX","23/11/16","9827.83","yes","8472.27","0","0","0","16","0","0","181179","00000485","ZI003407","F","0","no","","0","52559","","","0","10","no","0","","no","no","0","",""
"RDM13","23/11/16","86828.84","yes","74852.44","0","0","0","16","0","0","181214","00000486","ZI003369","F","0","no","","0","56065","","","0","10","no","0","","no","no","0","",""
"RDM13","23/11/16","3300.2","yes","2845","0","0","0","16","0","0","181226","00000487","ZI003379","F","0","no","","0","56446","","","0","10","no","0","","no","no","0","",""
"RDM13","23/11/16","18666.01","yes","16091.39","0","0","0","16","0","0","181230","00000488","ZI003193","F","0","no","","0","56865","","","0","10","no","0","","no","no","0","",""
"RDM13","23/11/16","4788","yes","4127.59","0","0","0","16","0","0","181234","00000489","ZI003359","F","0","no","","0","57770","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","9829.19","yes","8473.44","0","0","0","16","0","0","181540","00000490","ZI003601","F","0","no","","0","39959","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","1153.19","yes","994.13","0","0","0","16","0","0","181569","00000491","ZI003587","F","0","no","","0","41712","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","742.54","no","640.12","0","0","0","16","0","0","181637","00000492","ZI003586","F","0","no","","0","43385","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","330.02","yes","284.5","0","0","0","16","0","0","181688","00000493","ZI003594","F","0","no","","0","43647","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","88559.22","yes","76344.15","0","0","0","16","0","0","181768","00000494","ZI003601","F","0","no","","0","49144","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","11508.67","yes","9921.27","0","0","0","16","0","0","181868","00000495","ZI003587","F","0","no","","0","51839","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","7764.17","yes","6693.25","0","0","0","16","0","0","181948","00000496","ZI003586","F","0","no","","0","54065","","","0","10","no","0","","no","no","0","",""
"RDM13EX","24/11/16","2970.18","yes","2560.5","0","0","0","16","0","0","182021","00000497","ZI003594","F","0","no","","0","54229","","","0","10","no","0","","no","no","0","",""
"RDM13","24/11/16","1075","yes","926.72","0","0","0","16","0","0","182081","00000498","ZI003840","F","0","no","","0","55568","","","0","10","no","0","","no","no","0","",""
"RDM13","24/11/16","55797.79","yes","48101.55","0","0","0","16","0","0","182096","00000499","ZI003841","F","0","no","","0","56388","","","0","10","no","0","","no","no","0","",""
"RDM13EX","25/11/16","750","yes","646.55","0","0","0","16","0","0","182449","00000500","ZI003300","F","0","no","","0","36521","","","0","10","no","0","","no","no","0","",""
"RDM13EX","25/11/16","20540","yes","17706.9","0","0","0","16","0","0","182507","00000501","ZI003397","F","0","no","","0","38651","","","0","10","no","0","","no","no","0","",""
"RDM13EX","25/11/16","92430","yes","79681.03","0","0","0","16","0","0","182513","00000502","ZI003456","F","0","no","","0","39226","","","0","10","no","0","","no","no","0","",""
"RDM13","25/11/16","30239.87","yes","26068.85","0","0","0","16","0","0","173028","00000503","ZI003254","F","0","no","","0","42917","","","0","10","no","0","","no","no","0","",""
"RDM13","25/11/16","20159.92","yes","17379.24","0","0","0","16","0","0","182571","00000504","ZI003508","F","0","no","","0","43351","","","0","10","no","0","","no","no","0","",""
"RDM13","25/11/16","840","yes","724.14","0","0","0","16","0","0","182624","00000505","ZI003842","F","0","no","","0","43899","","","0","10","no","0","","no","no","0","",""
"RDM13EX","25/11/16","3025.11","yes","2607.85","0","0","0","16","0","0","182690","00000506","ZI003601","F","0","no","","0","45149","","","0","10","no","0","","no","no","0","",""
"RDM13","25/11/16","14584.68","yes","12573","0","0","0","16","0","0","183471","00000507","ZI003369","F","0","no","","0","55889","","","0","10","no","0","","no","no","0","",""
"RDM13EX","26/11/16","10980.56","yes","9466","0","0","0","16","0","0","183528","00000508","ZI003592","F","0","no","","0","32095","","","0","10","no","0","","no","no","0","",""
"RDM13EX","26/11/16","17822","yes","15363.79","0","0","0","16","0","0","183681","00000509","ZI003632","F","0","no","","0","38158","","","0","10","no","0","","no","no","0","",""
"RDM13","26/11/16","1280.03","yes","1103.47","0","0","0","16","0","0","183663","00000510","ZI003148","F","0","no","","0","41962","","","0","10","no","0","","no","no","0","",""
"RDM13","26/11/16","5036.26","yes","4341.6","0","0","0","16","0","0","183716","00000511","ZI003782","F","0","no","","0","42314","","","0","10","no","0","","no","no","0","",""
"RDM13","26/11/16","3637.3","yes","3135.6","0","0","0","16","0","0","183720","00000512","ZI003780","F","0","no","","0","42605","","","0","10","no","0","","no","no","0","",""
"RDM13","26/11/16","10079.94","yes","8689.6","0","0","0","16","0","0","183837","00000513","ZI003842","F","0","no","","0","51908","","","0","10","no","0","","no","no","0","",""
"RDM13EX","28/11/16","10270","yes","8853.45","0","0","0","16","0","0","183877","00000514","ZI003456","F","0","no","","0","30848","","","0","10","no","0","","no","no","0","",""
"RDM13EX","28/11/16","71890","yes","61974.14","0","0","0","16","0","0","183916","00000515","ZI003481","F","0","no","","0","32434","","","0","10","no","0","","no","no","0","",""
"RDM13","28/11/16","20159.88","yes","17379.21","0","0","0","16","0","0","183926","00000516","ZI003842","F","0","no","","0","32994","","","0","10","no","0","","no","no","0","",""
"RDM13","28/11/16","16729.44","yes","14421.93","0","0","0","16","0","0","184001","00000517","ZI003841","F","0","no","","0","34039","","","0","10","no","0","","no","no","0","",""
"RDM13EX","29/11/16","30810","yes","26560.34","0","0","0","16","0","0","184299","00000518","ZI003481","F","0","no","","0","35106","","","0","10","no","0","","no","no","0","",""
"PED02","29/11/16","2800","yes","2413.79","0","0","0","16","0","0","184303","00000519","ZI003340","F","0","no","","0","35398","","","0","10","no","0","","no","no","0","",""
"RDM13EX","29/11/16","41968.8","yes","36180","0","0","0","16","0","0","184359","00000520","ZI003922","F","0","no","","0","39948","","","0","10","no","0","","no","no","0","",""
"MAPM62","29/11/16","5050.2","no","4353.62","0","0","0","16","0","0","184389","00000521","ZI003713","F","0","no","","0","44932","","","0","10","no","0","","no","no","0","",""
"MAPM62","29/11/16","19173.6","yes","16528.97","0","0","0","16","0","0","184437","00000522","ZI003713","F","0","no","","0","50619","","","0","10","no","0","","no","no","0","",""
"RDM13","29/11/16","20159.88","yes","17379.21","0","0","0","16","0","0","184469","00000523","ZI003842","F","0","no","","0","54675","","","0","10","no","0","","no","no","0","",""
"RDM13","29/11/16","12661.86","yes","10915.4","0","0","0","16","0","0","184533","00000524","ZI003372","F","0","no","","0","57280","","","0","10","no","0","","no","no","0","",""
"RDM13","29/11/16","12661.86","yes","10915.4","0","0","0","16","0","0","184568","00000525","ZI003365","F","0","no","","0","58019","","","0","10","no","0","","no","no","0","",""
"RDM13EX","29/11/16","7624.42","yes","6572.78","0","0","0","16","0","0","184673","00000526","ZI003595","F","0","no","","0","60797","","","0","10","no","0","","no","no","0","",""
"RDM13EX","30/11/16","132.41","yes","114.15","0","0","0","16","0","0","184782","00000527","ZI003407","F","0","no","","0","33849","","","0","10","no","0","","no","no","0","",""
"RDM13EX","30/11/16","39414.12","yes","33977.69","0","0","0","16","0","0","184791","00000528","ZI003455","F","0","no","","0","34606","","","0","10","no","0","","no","no","0","",""
"PED02","30/11/16","5600","yes","4827.59","0","0","0","16","0","0","184813","00000529","ZI003340","F","0","no","","0","35018","","","0","10","no","0","","no","no","0","",""
"RDM13EX","30/11/16","37488.86","yes","32317.98","0","0","0","16","0","0","184829","00000530","ZI003491","F","0","no","","0","35208","","","0","10","no","0","","no","no","0","",""
"RDM13EX","30/11/16","18822.09","yes","16225.94","0","0","0","16","0","0","184839","00000531","ZI003612","F","0","no","","0","35542","","","0","10","no","0","","no","no","0","",""
"RDM13EX","30/11/16","12661.86","yes","10915.4","0","0","0","16","0","0","184850","00000532","ZI003596","F","0","no","","0","36862","","","0","10","no","0","","no","no","0","",""
"RDM13EX","30/11/16","3200.2","yes","2758.79","0","0","0","16","0","0","184885","00000533","ZI003585","F","0","no","","0","37397","","","0","10","no","0","","no","no","0","",""
"PED02","30/11/16","5480","no","4724.14","0","0","0","16","0","0","185176","00000534","ZI003340","F","0","no","","0","57213","","","0","10","no","0","","no","no","0","",""
"PED02","30/11/16","2680","yes","2310.34","0","0","0","16","0","0","185252","00000535","ZI003340","F","0","no","","0","57576","","","0","10","no","0","","no","no","0","",""
"RDM13EX","30/11/16","30810","no","26560.34","0","0","0","16","0","0","185276","00000536","ZI003923","F","0","no","","0","60219","","","0","10","no","0","","no","no","0","",""
"RDM13","30/11/16","1679.99","no","1448.27","0","0","0","16","0","0","55838","00000537","ZI003842","F","0","no","","0","60669","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","01/12/16","26806","no","23108.62","0","0","0","16","0","0","185389","00000538","ZI003959","F","0","no","","0","30016","","","0","10","no","0","","no","no","0","",""
"RDM13","01/12/16","40319.76","yes","34758.41","0","0","0","16","0","0","185442","00000539","ZI003842","F","0","no","","0","33322","","","0","10","no","0","","no","no","0","",""
"RDM13EX","01/12/16","39316.08","yes","33893.18","0","0","0","16","0","0","185582","00000540","ZI003612","F","0","no","","0","50789","","","0","10","no","0","","no","no","0","",""
"RDM13EX","01/12/16","1320.08","yes","1138","0","0","0","16","0","0","185602","00000541","ZI003478","F","0","no","","0","53273","","","0","10","no","0","","no","no","0","",""
"RDM13EX","01/12/16","3049.66","yes","2629.02","0","0","0","16","0","0","185606","00000542","ZI003462","F","0","no","","0","55230","","","0","10","no","0","","no","no","0","",""
"RDM13EX","01/12/16","5064.74","yes","4366.15","0","0","0","16","0","0","185646","00000543","ZI003450","F","0","no","","0","56421","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","01/12/16","29569","no","25490.52","0","0","0","16","0","0","185676","00000544","ZI003969","F","0","no","","0","56855","","","0","10","no","0","","no","no","0","",""
"RDM13EX","01/12/16","1438.96","yes","1240.48","0","0","0","16","0","0","185680","00000545","ZI003461","F","0","no","","0","57019","","","0","10","no","0","","no","no","0","",""
"PED02","02/12/16","2800","yes","2413.79","0","0","0","16","0","0","185928","00000546","ZI003340","F","0","no","","0","32448","","","0","10","no","0","","no","no","0","",""
"PED02","02/12/16","18900","yes","16293.1","0","0","0","16","0","0","185956","00000547","ZI003831","F","0","no","","0","32999","","","0","10","no","0","","no","no","0","",""
"RDM13","02/12/16","30810","yes","26560.34","0","0","0","16","0","0","182889","00000548","ZI003258","F","0","no","","0","42878","","","0","10","no","0","","no","no","0","",""
"RDM13EX","02/12/16","31476.6","yes","27135","0","0","0","16","0","0","182893","00000549","ZI003923","F","0","no","","0","43158","","","0","10","no","0","","no","no","0","",""
"RDM13","02/12/16","10079.94","yes","8689.6","0","0","0","16","0","0","182911","00000550","ZI003842","F","0","no","","0","44803","","","0","10","no","0","","no","no","0","",""
"RDM13","02/12/16","10079.94","yes","8689.6","0","0","0","16","0","0","182915","00000551","ZI003842","F","0","no","","0","45120","","","0","10","no","0","","no","no","0","",""
"RDM13EX","02/12/16","10270","yes","8853.45","0","0","0","16","0","0","182919","00000552","ZI003591","F","0","no","","0","45899","","","0","10","no","0","","no","no","0","",""
"RDM13","02/12/16","2418.73","yes","2085.11","0","0","0","16","0","0","182949","00000553","ZI003840","F","0","no","","0","51146","","","0","10","no","0","","no","no","0","",""
"LOCC76","02/12/16","5000","yes","4310.34","0","0","0","16","0","0","183018","00000554","ZI003912","F","0","no","","0","51995","","","0","10","no","0","","no","no","0","",""
"RDM13","02/12/16","55786.81","yes","48092.07","0","0","0","16","0","0","183051","00000555","ZI003878","F","0","no","","0","52497","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","02/12/16","29107","no","25092.24","0","0","0","16","0","0","183064","00000556","ZI003971","F","0","no","","0","54101","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","02/12/16","27300","no","23534.48","0","0","0","16","0","0","183075","00000557","ZI003972","F","0","no","","0","54183","","","0","10","no","0","","no","no","0","",""
"RDM13","03/12/16","34974","yes","30150","0","0","0","16","0","0","183272","00000558","ZI003779","F","0","no","","0","36230","","","0","10","no","0","","no","no","0","",""
"RDM13EX","05/12/16","102700","yes","88534.48","0","0","0","16","0","0","186705","00000559","ZI003472","F","0","no","","0","36425","","","0","10","no","0","","no","no","0","",""
"RDM13EX","05/12/16","112970","yes","97387.93","0","0","0","16","0","0","186721","00000560","ZI003492","F","0","no","","0","37715","","","0","10","no","0","","no","no","0","",""
"RDM13","05/12/16","19320.13","yes","16655.28","0","0","0","16","0","0","186737","00000561","ZI003842","F","0","no","","0","38728","","","0","10","no","0","","no","no","0","",""
"RDM13","05/12/16","31079.87","yes","26793","0","0","0","16","0","0","186756","00000562","ZI003872","F","0","no","","0","39329","","","0","10","no","0","","no","no","0","",""
"RDM13EX","05/12/16","10270","yes","8853.45","0","0","0","16","0","0","186761","00000563","ZI003591","F","0","no","","0","39985","","","0","10","no","0","","no","no","0","",""
"RDM13","05/12/16","30239.82","yes","26068.81","0","0","0","16","0","0","186824","00000564","ZI003872","F","0","no","","0","48884","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","06/12/16","12392","no","10682.76","0","0","0","16","0","0","186999","00000565","ZI003973","F","0","no","","0","29525","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","06/12/16","27241","no","23483.62","0","0","0","16","0","0","186803","00000566","ZI003974","F","0","no","","0","29863","","","0","10","no","0","","no","no","0","",""
"RDM13","06/12/16","27979.2","yes","24120","0","0","0","16","0","0","187152","00000567","ZI003779","F","0","no","","0","37262","","","0","10","no","0","","no","no","0","",""
"RDM13","06/12/16","4080","yes","3517.24","0","0","0","16","0","0","187200","00000568","ZI003360","F","0","no","","0","40240","","","0","10","no","0","","no","no","0","",""
"RDM13","06/12/16","5320","yes","4586.21","0","0","0","16","0","0","187210","00000569","ZI003359","F","0","no","","0","40480","","","0","10","no","0","","no","no","0","",""
"RDM13","06/12/16","1798.7","no","1550.6","0","0","0","16","0","0","187215","00000570","ZI003377","F","0","no","","0","40883","","","0","10","no","0","","no","no","0","",""
"RDM13EX","06/12/16","31342.23","yes","27019.16","0","0","0","16","0","0","187228","00000571","ZI003491","F","0","no","","0","41607","","","0","10","no","0","","no","no","0","",""
"RDM13EX","06/12/16","33169.04","yes","28594","0","0","0","16","0","0","187242","00000572","ZI003612","F","0","no","","0","42275","","","0","10","no","0","","no","no","0","",""
"RDM13EX","06/12/16","12661.86","yes","10915.4","0","0","0","16","0","0","187269","00000573","ZI003615","F","0","no","","0","43080","","","0","10","no","0","","no","no","0","",""
"RDM13EX","06/12/16","7624.16","yes","6572.55","0","0","0","16","0","0","187339","00000574","ZI003622","F","0","no","","0","44257","","","0","10","no","0","","no","no","0","",""
"RDM13EX","06/12/16","3300.2","yes","2845","0","0","0","16","0","0","187386","00000575","ZI003614","F","0","no","","0","44528","","","0","10","no","0","","no","no","0","",""
"RDM13","07/12/16","1798.7","yes","1550.6","0","0","0","16","0","0","187898","00000576","ZI003371","F","0","no","","0","32135","","","0","10","no","0","","no","no","0","",""
"RDM13EX","07/12/16","30810","yes","26560.34","0","0","0","16","0","0","187966","00000577","ZI003583","F","0","no","","0","32469","","","0","10","no","0","","no","no","0","",""
"RDM13","07/12/16","20984.4","no","18090","0","0","0","16","0","0","187971","00000578","ZI003779","F","0","no","","0","32834","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","07/12/16","20000","no","17241.38","0","0","0","16","0","0","188150","00000579","ZI004054","F","0","no","","0","47720","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","07/12/16","26806","yes","23108.62","0","0","0","16","0","0","188180","00000580","ZI004055","F","0","no","","0","49263","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","07/12/16","27241","yes","23483.62","0","0","0","16","0","0","188190","00000581","ZI004056","F","0","no","","0","49491","","","0","10","no","0","","no","no","0","",""
"RDM13","07/12/16","1798.69","yes","1550.59","0","0","0","16","0","0","188200","00000582","ZI003371","F","0","no","","0","49711","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","07/12/16","29569","yes","25490.52","0","0","0","16","0","0","188210","00000583","ZI004057","F","0","no","","0","49831","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","07/12/16","29107","yes","25092.24","0","0","0","16","0","0","188223","00000584","ZI004058","F","0","no","","0","50476","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","07/12/16","27300","yes","23534.48","0","0","0","16","0","0","188229","00000585","ZI004059","F","0","no","","0","50559","","","0","10","no","0","","no","no","0","",""
"RDM13","07/12/16","3597.39","yes","3101.19","0","0","0","16","0","0","188236","00000586","ZI003377","F","0","no","","0","50701","","","0","10","no","0","","no","no","0","",""
"MUNICIPIO1","07/12/16","12392","yes","10682.76","0","0","0","16","0","0","188253","00000587","ZI004054","F","0","no","","0","51259","","","0","10","no","0","","no","no","0","",""
"RDM13","08/12/16","6994.8","yes","6030","0","0","0","16","0","0","188637","00000588","ZI003779","F","0","no","","0","38013","","","0","10","no","0","","no","no","0","",""
"RDM13","08/12/16","13989.6","yes","12060","0","0","0","16","0","0","188725","00000589","ZI003980","F","0","no","","0","38381","","","0","10","no","0","","no","no","0","",""
"RODH66","08/12/16","761421.9","yes","656398.19","0","0","0","16","0","0","189127","00000590","ZI003334","F","0","no","","0","41358","","","0","10","no","0","","no","no","0","",""
"RODH66","08/12/16","708578.1","yes","554892.82","64902.42","0","0","16","0","0","189196","00000591","ZI003334","F","0","no","","0","42111","","","0","10","no","0","","no","no","0","",""
"RODH66","08/12/16","152588.03","yes","18434.48","131204.03","0","0","16","0","0","189286","00000592","ZI003958","F","0","no","","0","42475","","","0","10","no","0","","no","no","0","",""
"PED02","08/12/16","2280","yes","1965.52","0","0","0","16","0","0","190567","00000593","ZI003831","F","0","no","","0","52325","","","0","10","no","0","","no","no","0","",""
"RDM13","08/12/16","116452.23","yes","100389.85","0","0","0","16","0","0","190867","00000594","ZI004062","F","0","no","","0","59800","","","0","10","no","0","","no","no","0","",""
"RDM13","09/12/16","7140","yes","6155.18","0","0","0","16","0","0","191380","00000595","ZI003193","F","0","no","","0","54296","","","0","10","no","0","","no","no","0","",""
"RDM13","09/12/16","3990","yes","3439.65","0","0","0","16","0","0","191428","00000596","ZI003359","F","0","no","","0","54882","","","0","10","no","0","","no","no","0","",""
"RDM13","09/12/16","1980.12","yes","1707","0","0","0","16","0","0","191432","00000597","ZI003367","F","0","no","","0","55071","","","0","10","no","0","","no","no","0","",""
"RDM13","10/12/16","6994.8","yes","6030","0","0","0","16","0","0","191638","00000598","ZI003779","F","0","no","","0","33136","","","0","10","no","0","","no","no","0","",""
"RDM13","10/12/16","20984.4","yes","18090","0","0","0","16","0","0","191642","00000599","ZI003980","F","0","no","","0","33351","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/12/16","6994.8","yes","6030","0","0","0","16","0","0","191697","00000600","ZI003922","F","0","no","","0","35922","","","0","10","no","0","","no","no","0","",""
"PED02","10/12/16","13500","yes","11637.93","0","0","0","16","0","0","191790","00000601","ZI003831","F","0","no","","0","39438","","","0","10","no","0","","no","no","0","",""
"RDM13","10/12/16","6994.8","yes","6030","0","0","0","16","0","0","191855","00000602","ZI003779","F","0","no","","0","42750","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/12/16","30810","yes","26560.34","0","0","0","16","0","0","191960","00000603","ZI003611","F","0","no","","0","48035","","","0","10","no","0","","no","no","0","",""
"RDM13EX","10/12/16","82160","yes","70827.59","0","0","0","16","0","0","191964","00000604","ZI003591","F","0","no","","0","48305","","","0","10","no","0","","no","no","0","",""
"RDM13","10/12/16","39479.9","yes","34034.4","0","0","0","16","0","0","192000","00000605","ZI003872","F","0","no","","0","48899","","","0","10","no","0","","no","no","0","",""
